rec_art,onrp,bfsnr,plz_typ,postleitzahl,plz_zz,plz6,gplz,ortbez18,ortbez27,kanton,sprachcode,sprachcode_abw,briefz_durch,gilt_ab_dat,plz_briefzust,plz_coff
1,1854,666,20,3179,0,317900,3179,Kriechenwil,Kriechenwil,BE,1,,1853,18.08.98,317800,J
1,1862,872,20,3126,2,312602,3126,Gelterfingen,Gelterfingen,BE,1,,1817,01.06.93,312600,J
1,1864,668,20,3203,0,320300,3203,Mühleberg,Mühleberg,BE,1,,1867,13.12.96,320500,J
1,1867,668,20,3205,0,320500,3205,Gümmenen,Gümmenen,BE,1,,1867,02.08.96,320500,J
1,1874,2265,10,3210,0,321000,3210,Kerzers,Kerzers,FR,1,,7673,01.06.88,321060,J
1,1880,2276,20,3216,0,321600,3216,Ried b. Kerzers,Ried b. Kerzers,FR,1,,7673,01.06.89,321060,J
1,1881,2275,20,3215,0,321500,3215,Gempenach,Gempenach,FR,1,,7673,01.06.89,321060,J
1,1894,502,20,3234,0,323400,3234,Vinelz,Vinelz,BE,1,,1888,21.05.86,323200,J
1,1895,492,10,3235,0,323500,3235,Erlach,Erlach,BE,1,,1888,02.08.96,323200,J
1,1896,495,10,3236,0,323600,3236,Gampelen,Gampelen,BE,1,,1888,21.05.86,323200,J
1,1897,306,10,3250,0,325000,3250,Lyss,Lyss,BE,1,,1898,21.05.86,325060,J
1,1898,306,80,3250,60,325060,3250,Lyss Zustellung,Lyss Zustellung,BE,1,,1898,12.04.99,325060,
1,1903,2461,10,3253,0,325300,3253,Schnottwil,Schnottwil,SO,1,,7674,21.05.86,329460,J
1,1906,310,20,3255,0,325500,3255,Rapperswil BE,Rapperswil BE,BE,1,,1762,01.03.88,305400,J
1,1909,303,10,3257,0,325700,3257,Grossaffoltern,Grossaffoltern,BE,1,,1762,15.07.96,305400,J
1,1914,312,20,3266,0,326600,3266,Wiler b. Seedorf,Wiler b. Seedorf,BE,1,,1898,15.04.99,325060,J
1,1924,737,20,3274,0,327400,3274,Hermrigen,Hermrigen,BE,1,,1416,01.06.89,250060,J
1,1928,2271,20,3280,2,328002,3280,Meyriez,Meyriez,FR,2,,7220,05.09.96,328060,J
1,1929,302,20,3282,0,328200,3282,Bargen BE,Bargen BE,BE,1,,1898,21.05.86,325060,J
1,1931,304,10,3283,0,328300,3283,Kallnach,Kallnach,BE,1,,7673,01.06.89,321060,J
1,1935,306,20,3292,0,329200,3292,Busswil BE,Busswil BE,BE,1,,1898,05.08.96,325060,J
1,1946,540,10,3303,0,330300,3303,Jegenstorf,Jegenstorf,BE,1,,1960,30.01.92,332400,J
1,1948,538,20,3308,0,330800,3308,Grafenried,Grafenried,BE,1,,1949,05.08.96,331200,J
1,1949,538,10,3312,0,331200,3312,Fraubrunnen,Fraubrunnen,BE,1,,1949,05.08.96,331200,J
1,1956,551,10,3322,0,332200,3322,Urtenen-Schönbühl,Urtenen-Schönbühl,BE,1,,7328,10.06.96,332260,J
1,1957,543,20,3322,1,332201,3322,Mattstetten,Mattstetten,BE,1,,7328,01.06.01,332260,J
1,1969,541,20,3305,0,330500,3305,Iffwil,Iffwil,BE,1,,1960,01.06.89,332400,J
1,1974,538,20,3317,1,331701,3317,Mülchi,Mülchi,BE,1,,1905,01.03.01,325400,J
1,1991,988,10,3365,2,336502,3365,Seeberg,Seeberg,BE,1,,7276,12.09.96,336060,J
1,1997,989,10,3367,0,336700,3367,Thörigen,Thörigen,BE,1,,7276,12.09.96,336060,J
1,1999,404,20,3400,0,340000,3400,Burgdorf,Burgdorf,BE,1,,2001,06.08.96,340060,J
1,2003,404,30,3401,0,340100,3400,Burgdorf,Burgdorf,BE,1,,2003,06.08.96,340100,
1,2005,407,10,3412,0,341200,3412,Heimiswil,Heimiswil,BE,1,,2001,21.05.86,340060,J
1,2006,407,20,3413,0,341300,3413,Kaltacker,Kaltacker,BE,1,,2001,21.05.86,340060,J
1,2007,418,10,3414,0,341400,3414,Oberburg,Oberburg,BE,1,,7675,06.08.96,341560,J
1,2016,420,20,3422,1,342201,3422,Rüdtligen,Rüdtligen,BE,1,,7291,06.08.96,342260,J
1,2017,420,20,3422,2,342202,3422,Alchenflüh,Alchenflüh,BE,1,,7291,06.08.96,342260,J
1,2018,405,10,3423,0,342300,3423,Ersigen,Ersigen,BE,1,,7291,21.05.86,342260,J
1,2020,405,20,3424,0,342400,3424,Niederösch,Niederösch,BE,1,,7291,01.06.89,342260,J
1,2022,413,10,3425,0,342500,3425,Koppigen,Koppigen,BE,1,,2049,01.06.89,347200,J
1,2025,552,10,3427,0,342700,3427,Utzenstorf,Utzenstorf,BE,1,,2025,12.09.96,342700,J
1,2028,905,20,3433,0,343300,3433,Schwanden i. E.,Schwanden im Emmental,BE,1,,7675,01.03.89,341560,J
1,2029,613,20,3434,0,343400,3434,Obergoldbach,Obergoldbach,BE,1,,7675,14.12.98,341560,J
1,2033,903,20,3438,0,343800,3438,Lauperswil,Lauperswil,BE,1,,7404,09.06.99,355060,J
1,2034,905,20,3439,0,343900,3439,Ranflüh,Ranflüh,BE,1,,7404,04.09.96,355060,J
1,2042,957,10,3457,0,345700,3457,Wasen im Emmental,Wasen im Emmental,BE,1,,2042,21.05.86,345700,J
1,2046,959,20,3464,0,346400,3464,Schmidigen-Mühlew,Schmidigen-Mühleweg,BE,1,,2042,21.05.86,345700,J
1,2047,952,20,3465,0,346500,3465,Dürrenroth,Dürrenroth,BE,1,,2042,12.09.96,345700,J
1,2050,402,20,3473,0,347300,3473,Alchenstorf,Alchenstorf,BE,1,,2049,21.05.86,347200,J
1,2051,424,20,3474,0,347400,3474,Rüedisbach,Rüedisbach,BE,1,,2049,01.01.01,347200,J
1,2055,616,20,3111,0,311100,3111,Tägertschi,Tägertschi,BE,1,,7322,21.05.86,311060,J
1,2056,612,20,3503,0,350300,3503,Gysenstein,Gysenstein,BE,1,,2059,21.05.86,350600,J
1,2061,602,20,3508,0,350800,3508,Arni BE,Arni BE,BE,1,,2059,16.04.91,350600,J
1,2069,626,20,3513,0,351300,3513,Bigenthal,Bigenthal,BE,1,,2059,05.05.99,350600,J
1,2070,406,20,3415,2,341502,3415,Schafhausen i. E.,Schafhausen im Emmental,BE,1,,7675,29.05.91,341560,J
1,2073,614,10,3673,0,367300,3673,Linden,Linden,BE,1,,2071,14.03.95,367200,J
1,2074,619,20,3674,0,367400,3674,Bleiken,Bleiken b. Oberdiessbach,BE,1,,2071,01.05.01,367200,J
1,2081,605,10,3533,0,353300,3533,Bowil,Bowil,BE,1,,2059,01.03.88,350600,J
1,2082,907,20,3534,0,353400,3534,Signau,Signau,BE,1,,7404,04.09.96,355060,J
1,2083,907,20,3535,0,353500,3535,Schüpbach,Schüpbach,BE,1,,7404,04.09.96,355060,J
1,2085,901,20,3536,0,353600,3536,Aeschau,Aeschau,BE,1,,8189,01.08.00,353760,J
1,2091,902,10,3550,0,355000,3550,Langnau i. E.,Langnau im Emmental,BE,1,,7404,10.03.97,355060,J
1,2097,908,20,3557,0,355700,3557,Fankhaus (Trub),Fankhaus (Trub),BE,1,,2095,04.09.96,355500,J
1,2101,942,80,3600,60,360060,3600,Thun 2 Zustellung,Thun 2 Zustellung,BE,1,,2101,01.03.99,360060,
1,2103,942,80,3601,0,360100,3600,Thun Aarezentrum,Thun Aarezentrum,BE,1,,2101,01.01.89,360060,
1,2104,942,30,3602,0,360200,3600,Thun,Thun,BE,1,,2104,20.03.98,360200,
1,2106,942,10,3603,0,360300,3600,Thun,Thun,BE,1,,2101,21.05.86,360060,J
1,2111,942,10,3608,0,360800,3600,Thun,Thun,BE,1,,2101,01.03.88,360060,J
1,2115,925,20,3617,0,361700,3617,Fahrni b. Thun,Fahrni b. Thun,BE,1,,2129,01.06.88,361400,J
1,2134,940,20,3623,0,362300,3623,Teuffenthal BE,Teuffenthal b. Thun,BE,1,,7330,01.06.89,361260,J
1,2137,927,20,3625,0,362500,3625,Heiligenschwendi,Heiligenschwendi,BE,1,,7330,05.05.99,361260,J
1,2142,922,10,3638,0,363800,3638,Blumenstein,Blumenstein,BE,1,,1827,01.12.88,366500,J
1,2151,938,10,3655,0,365500,3655,Sigriswil,Sigriswil,BE,1,,2150,21.05.86,365400,J
1,2152,938,20,3656,0,365600,3656,Tschingel,Tschingel ob Gunten,BE,1,,2150,01.01.90,365400,J
1,2156,938,10,3658,0,365800,3658,Merligen,Merligen,BE,1,,2150,21.05.86,365400,J
1,2160,562,10,3703,0,370300,3703,Aeschi b. Spiez,Aeschi b. Spiez,BE,1,,2170,21.05.86,371300,J
1,2162,566,10,3704,0,370400,3704,Krattigen,Krattigen,BE,1,,7329,21.05.86,370060,J
1,2163,768,10,3705,0,370500,3705,Faulensee,Faulensee,BE,1,,7329,21.05.86,370060,J
1,2165,575,20,3707,0,370700,3707,Därligen,Därligen,BE,1,,7281,01.01.01,380060,J
1,2170,567,10,3713,0,371300,3713,Reichenbach i. K.,Reichenbach im Kandertal,BE,1,,2170,01.05.89,371300,J
1,2174,567,20,3714,3,371403,3714,Wengi b. Frutigen,Wengi b. Frutigen,BE,1,,7269,21.07.98,371460,J
1,2175,561,10,3715,0,371500,3715,Adelboden,Adelboden,BE,1,,8191,29.03.89,371560,J
1,2180,567,20,3723,0,372300,3723,Kiental,Kiental,BE,1,,2170,21.05.86,371300,J
1,2184,563,20,3725,0,372500,3725,Achseten,Achseten,BE,1,,7269,21.05.86,371460,J
1,2189,762,20,3755,0,375500,3755,Horboden,Horboden,BE,1,,2186,21.05.86,375300,J
1,2190,762,10,3756,0,375600,3756,Zwischenflüh,Zwischenflüh,BE,1,,2186,21.05.86,375300,J
1,2201,794,20,3771,0,377100,3771,Blankenburg,Blankenburg,BE,1,,8015,18.05.99,377060,J
1,2205,792,10,3775,0,377500,3775,Lenk im Simmental,Lenk im Simmental,BE,1,,8015,04.09.96,377060,J
1,2208,843,10,3778,0,377800,3778,Schönried,Schönried,BE,1,,2216,04.09.96,379200,J
1,2212,842,10,3782,0,378200,3782,Lauenen b. Gstaad,Lauenen b. Gstaad,BE,1,,2216,04.09.96,379200,J
1,2215,841,10,3785,0,378500,3785,Gsteig b. Gstaad,Gsteig b. Gstaad,BE,1,,2216,04.09.96,379200,J
1,2218,593,10,3800,2,380002,3800,Unterseen,Unterseen,BE,1,,7281,04.09.96,380060,J
1,2237,591,20,3813,0,381300,3813,Saxeten,Saxeten,BE,1,,7281,01.01.01,380060,J
1,2241,576,20,3816,1,381601,3816,Burglauenen,Burglauenen,BE,1,,7281,18.08.98,380060,J
1,2242,576,10,3818,0,381800,3818,Grindelwald,Grindelwald,BE,1,,8193,04.09.96,381860,J
1,2245,584,10,3822,0,382200,3822,Lauterbrunnen,Lauterbrunnen,BE,1,,7281,04.09.96,380060,J
1,2253,590,10,3852,0,385200,3852,Ringgenberg BE,Ringgenberg BE,BE,1,,7281,22.12.99,380060,J
1,2255,589,10,3854,0,385400,3854,Oberried Brienz,Oberried am Brienzersee,BE,1,,7676,04.09.96,385560,J
1,2264,580,20,3858,0,385800,3858,Hofstetten BE,Hofstetten b. Brienz,BE,1,,7676,04.09.96,385560,J
1,2265,785,10,3860,0,386000,3860,Meiringen,Meiringen,BE,1,,7677,04.09.96,386060,J
1,2281,6007,20,3914,1,391401,3914,Belalp,Belalp,VS,1,,5495,01.12.00,390060,J
1,2282,6010,20,3913,0,391300,3913,Rosswald,Rosswald,VS,1,,5495,02.09.96,390060,J
1,2283,6008,20,3911,0,391100,3911,Ried-Brig,Ried-Brig,VS,1,,5495,02.09.96,390060,J
1,2286,6009,20,3907,2,390702,3907,Simplon Hospiz,Simplon Hospiz,VS,1,,2287,19.09.96,390700,N
1,2287,6009,10,3907,0,390700,3907,Simplon Dorf,Simplon Dorf,VS,1,,2287,19.09.96,390700,J
1,2297,6195,20,3916,0,391600,3916,Ferden,Ferden,VS,1,,2299,01.08.00,391800,J
1,2300,6192,20,3919,0,391900,3919,Blatten(Lötschen),Blatten (Lötschen),VS,1,,2299,25.02.97,391800,J
1,2301,6007,10,3904,0,390400,3904,Naters,Naters,VS,1,,5495,02.09.96,390060,J
1,2309,6283,20,3926,0,392600,3926,Embd,Embd,VS,1,,2313,02.09.96,392200,J
1,2314,6283,20,3922,1,392201,3922,Kalpetran,Kalpetran,VS,1,,2313,02.09.96,392200,J
1,2321,6199,10,3942,3,394203,3942,St. German,St. German,VS,1,,8441,02.09.96,394001,J
1,2322,6294,20,3933,0,393300,3933,Staldenried,Staldenried,VS,1,,2313,02.09.96,392200,J
1,2327,6286,20,3931,1,393101,3931,Lalden,Lalden,VS,1,,2323,01.01.00,393700,J
1,2328,6298,20,3932,0,393200,3932,Visperterminen,Visperterminen,VS,1,,2323,02.09.96,393700,J
1,2329,6299,20,3934,0,393400,3934,Zeneggen,Zeneggen,VS,1,,2323,02.09.96,393700,J
1,2335,6201,10,3944,0,394400,3944,Unterbäch VS,Unterbäch VS,VS,1,,2323,02.09.96,393700,J
1,2336,6104,20,3947,0,394700,3947,Ergisch,Ergisch,VS,1,,8441,02.09.96,394001,J
1,2337,6119,20,3948,0,394800,3948,Unterems,Unterems,VS,1,,8441,02.09.96,394001,J
1,2341,6102,20,3955,0,395500,3955,Albinen,Albinen,VS,1,,2356,19.09.96,395200,J
1,2344,6116,10,3953,2,395302,3953,Varen,Varen,VS,1,,2356,29.05.88,395200,J
1,2345,6248,20,3976,0,397600,3976,Noës,Noës,VS,2,,7249,24.02.97,396060,J
1,2361,6113,10,3970,0,397000,3970,Salgesch,Salgesch,VS,1,,7249,29.05.88,396060,J
1,2365,6253,20,3960,2,396002,3960,Corin-de-la-Crête,Corin-de-la-Crête,VS,2,,7249,21.05.86,396060,J
1,2372,6253,20,3971,2,397102,3971,Ollon VS,Ollon VS,VS,2,,7257,29.05.88,396360,J
1,2374,6254,10,3973,0,397300,3973,Venthône,Venthône,VS,2,,7249,24.02.97,396060,J
1,2379,6252,10,3961,22,396122,3961,St-Luc,St-Luc,VS,2,,2378,21.05.86,396121,J
1,2381,6252,20,3961,24,396124,3961,Ayer,Ayer,VS,2,,2378,05.08.96,396121,J
1,2383,6252,10,3961,26,396126,3961,Grimentz,Grimentz,VS,2,,2378,21.05.86,396121,J
1,2391,6232,10,3966,0,396600,3966,Chalais,Chalais,VS,2,,8033,29.06.98,397760,J
1,2404,6177,20,3993,0,399300,3993,Grengiols,Grengiols,VS,1,,5495,24.02.97,390060,J
1,2407,6077,20,3989,4,398904,3989,Niederwald,Niederwald,VS,1,,2426,01.08.00,398400,J
1,2412,6077,20,3985,2,398502,3985,Geschinen,Geschinen,VS,1,,2426,13.12.96,398400,J
1,2417,6205,20,3991,0,399100,3991,Betten,Betten,VS,1,,5495,02.09.96,390060,J
1,2426,6057,10,3984,0,398400,3984,Fiesch,Fiesch,VS,1,,2426,02.09.96,398400,J
1,2427,6077,10,3985,0,398500,3985,Münster VS,Münster VS,VS,1,,2426,02.09.96,398400,J
1,2431,2701,20,4000,0,400000,4000,Basel,Basel,BS,1,,2439,01.10.87,400060,N
1,2444,2701,10,4001,0,400100,4000,Basel,Basel,BS,1,,2444,19.12.89,400100,J
1,2464,2701,80,4004,0,400400,4000,Basel,Basel,BS,1,,7351,29.03.95,412360,
1,2465,2701,30,4005,0,400500,4000,Basel,Basel,BS,1,,2465,01.10.87,400500,
1,2469,2701,80,4007,0,400700,4000,Basel,Basel,BS,1,,2439,21.05.86,400060,
1,2471,2701,30,4009,0,400900,4000,Basel,Basel,BS,1,,2471,10.11.93,400900,
1,2474,2701,80,4012,0,401200,4000,Basel,Basel,BS,1,,7351,10.09.93,412360,
1,2478,2701,80,4017,0,401700,4000,Basel,Basel,BS,1,,2452,21.05.86,400202,
1,2483,2701,80,4021,0,402100,4021,Basel Sort,Basel Sortierung,BS,1,,2440,27.10.98,400070,
1,2492,2701,80,4032,0,403200,4000,Basel,Basel,BS,1,,2492,21.12.93,403200,
1,2496,2701,20,4053,0,405300,4000,Basel,Basel,BS,1,,2439,01.10.87,400060,J
1,2498,2701,20,4055,0,405500,4000,Basel,Basel,BS,1,,7351,01.10.87,412360,J
1,2499,2701,20,4056,0,405600,4000,Basel,Basel,BS,1,,7351,01.10.87,412360,J
1,2500,2701,20,4057,0,405700,4000,Basel,Basel,BS,1,,2500,01.10.87,405700,J
1,2503,2701,40,4091,0,409100,4000,Basel,Basel,BS,1,,2439,01.10.87,400060,
1,2508,2767,10,4103,0,410300,4103,Bottmingen,Bottmingen,BL,1,,7180,21.12.93,410460,J
1,2509,2771,10,4104,0,410400,4104,Oberwil BL,Oberwil BL,BL,1,,7180,21.12.93,410460,J
1,2511,2775,10,4106,0,410600,4106,Therwil,Therwil,BL,1,,7180,21.12.93,410460,J
1,2512,2768,10,4107,0,410700,4107,Ettingen,Ettingen,BL,1,,7180,21.12.93,410460,J
1,2513,2481,10,4108,0,410800,4108,Witterswil,Witterswil,SO,1,,2515,21.05.86,411201,J
1,2515,2471,20,4112,1,411201,4112,Bättwil,Bättwil,SO,1,,2515,01.10.87,411201,J
1,2516,2476,20,4112,2,411202,4112,Flüh,Flüh,SO,1,,2515,01.10.87,411201,J
1,2523,2762,20,4123,0,412300,4123,Allschwil,Allschwil,BL,1,,7351,21.12.93,412360,J
1,2524,2762,30,4123,1,412301,4123,Allschwil 1,Allschwil 1,BL,1,,2524,21.12.93,412301,
1,2532,2766,10,4127,0,412700,4127,Birsfelden,Birsfelden,BL,1,,7178,21.12.93,413260,J
1,2537,2831,30,4133,1,413301,4133,Pratteln 1,Pratteln 1,BL,1,,2537,09.09.93,413301,
1,2541,2769,20,4142,0,414200,4142,Münchenstein,Münchenstein,BL,1,,7179,21.12.93,414260,J
1,2549,2763,10,4144,0,414400,4144,Arlesheim,Arlesheim,BL,1,,7184,21.12.93,415360,J
1,2557,2773,30,4153,1,415301,4153,Reinach BL 1,Reinach BL 1,BL,1,,2557,21.12.93,415301,
1,2568,2613,10,4226,0,422600,4226,Breitenbach,Breitenbach,SO,1,,2570,21.05.86,422700,J
1,2581,2789,20,4224,0,422400,4224,Nenzlingen,Nenzlingen,BL,1,,7177,21.12.93,424260,J
1,2582,2612,20,4229,0,422900,4229,Beinwil SO,Beinwil SO,SO,1,,2570,23.09.91,422700,J
1,2585,2620,10,4233,0,423300,4233,Meltingen,Meltingen,SO,1,,2564,29.05.88,420800,J
1,2586,2622,20,4234,0,423400,4234,Zullwil,Zullwil,SO,1,,2564,01.10.00,420800,J
1,2589,2611,20,4252,0,425200,4252,Bärschwil,Bärschwil,SO,1,,7177,01.10.87,424260,J
1,2597,4252,80,4303,3,430303,4303,Kaiseraugst Lieb.,Kaiseraugst Liebrüti,AG,1,,7192,05.03.97,431060,
1,2600,4257,20,4305,0,430500,4305,Olsberg,Olsberg,AG,1,,2604,21.05.86,431200,J
1,2602,4258,30,4310,1,431001,4310,Rheinfelden 1,Rheinfelden 1,AG,1,,2602,06.08.96,431001,
1,2603,4258,80,4310,2,431002,4310,Rheinfelden 2,Rheinfelden 2,AG,1,,7192,06.08.96,431060,
1,2608,4264,20,4315,0,431500,4315,Zuzgen,Zuzgen,AG,1,,7190,21.05.86,431360,J
1,2609,4251,20,4316,0,431600,4316,Hellikon,Hellikon,AG,1,,7190,01.11.00,431360,J
1,2615,4259,20,4325,0,432500,4325,Schupfart,Schupfart,AG,1,,2616,07.12.95,433200,J
1,2622,4169,10,5082,0,508200,5082,Kaisten,Kaisten,AG,1,,2621,07.12.95,508000,J
1,2625,4170,10,5085,0,508500,5085,Sulz AG,Sulz AG,AG,1,,2621,10.12.99,508000,J
1,2630,4184,20,5273,0,527300,5273,Oberhofen AG,Oberhofen AG,AG,1,,3028,18.08.98,530300,J
1,2632,4164,20,5272,0,527200,5272,Gansingen,Gansingen,AG,1,,3028,07.12.95,530300,J
1,2633,4184,20,5276,0,527600,5276,Wil AG,Wil AG,AG,1,,3028,07.12.95,530300,J
1,2635,4176,20,5326,0,532600,5326,Schwaderloch,Schwaderloch,AG,1,,3038,03.04.95,531600,J
1,2653,2830,20,4419,0,441900,4419,Lupsingen,Lupsingen,BL,1,,2648,21.05.86,441500,J
1,2660,2889,20,4426,0,442600,4426,Lauwil,Lauwil,BL,1,,2648,21.05.86,441500,J
1,2661,2882,20,4431,0,443100,4431,Bennwil,Bennwil,BL,1,,2665,01.03.01,443400,J
1,2665,2886,10,4434,0,443400,4434,Hölstein,Hölstein,BL,1,,2665,06.08.96,443400,J
1,2674,2845,20,4442,0,444200,4442,Diepflingen,Diepflingen,BL,1,,2648,21.05.86,441500,J
1,2678,2847,20,4445,0,444500,4445,Häfelfingen,Häfelfingen,BL,1,,2648,08.09.99,441500,J
1,2679,2843,10,4446,0,444600,4446,Buckten,Buckten,BL,1,,2648,21.05.86,441500,J
1,2682,2852,20,4448,0,444800,4448,Läufelfingen,Läufelfingen,BL,1,,2648,21.05.86,441500,J
1,2688,2854,20,4453,0,445300,4453,Nusshof,Nusshof,BL,1,,2648,18.08.98,441500,J
1,2690,2863,20,4456,0,445600,4456,Tenniken,Tenniken,BL,1,,2648,06.08.96,441500,J
1,2698,2848,20,4465,0,446500,4465,Hemmiken,Hemmiken,BL,1,,7679,29.05.88,446060,J
1,2703,2856,10,4466,0,446600,4466,Ormalingen,Ormalingen,BL,1,,7679,21.05.86,446060,J
1,2706,2862,20,4492,0,449200,4492,Tecknau,Tecknau,BL,1,,7679,21.05.86,446060,J
1,2711,2851,20,4496,0,449600,4496,Kilchberg BL,Kilchberg BL,BL,1,,7679,21.05.86,446060,J
1,2712,2860,10,4497,0,449700,4497,Rünenberg,Rünenberg,BL,1,,7679,21.05.86,446060,J
1,2716,2601,80,4500,60,450060,4500,Solothurn 1 Zust,Solothurn 1 Zustellung,SO,1,,2716,12.04.99,450060,
1,2721,2601,30,4502,0,450200,4500,Solothurn,Solothurn,SO,1,,2721,12.09.96,450200,
1,2728,2553,20,4515,1,451501,4515,Weissenstein,Weissenstein b. Solothurn,SO,1,,7680,12.09.96,451260,J
1,2729,2541,20,4525,0,452500,4525,Balm b. Günsberg,Balm b. Günsberg,SO,1,,2730,12.09.96,452300,J
1,2730,2554,20,4523,0,452300,4523,Niederwil SO,Niederwil SO,SO,1,,2730,12.09.96,452300,J
1,2732,987,20,4539,0,453900,4539,Rumisberg,Rumisberg,BE,1,,2746,12.09.96,453600,J
1,2734,2523,20,4557,0,455700,4557,Horriwil,Horriwil,SO,1,,2750,12.09.96,455300,J
1,2735,2535,20,4558,0,455800,4558,Hersiwil,Hersiwil,SO,1,,7359,12.09.96,456360,J
1,2738,2551,20,4514,0,451400,4514,Lommiswil,Lommiswil,SO,1,,7680,12.09.96,451260,J
1,2739,2553,10,4515,0,451500,4515,Oberdorf SO,Oberdorf SO,SO,1,,7680,12.09.96,451260,J
1,2741,2547,10,4524,0,452400,4524,Günsberg,Günsberg,SO,1,,2730,12.09.96,452300,J
1,2744,2554,10,4533,0,453300,4533,Riedholz,Riedholz,SO,1,,2730,12.09.96,452300,J
1,2746,971,10,4536,0,453600,4536,Attiswil,Attiswil,BE,1,,2746,12.09.96,453600,J
1,2754,2513,10,4562,0,456200,4562,Biberist,Biberist,SO,1,,2716,12.09.96,450060,J
1,2757,556,20,4564,1,456401,4564,Zielebach,Zielebach,BE,1,,7359,12.09.96,456360,J
1,2765,2465,20,4581,0,458100,4581,Küttigkofen,Küttigkofen,SO,1,,2768,13.09.96,458300,J
1,2767,2465,20,4582,0,458200,4582,Brügglen,Brügglen,SO,1,,2768,18.08.98,458300,J
1,2773,2465,20,4576,0,457600,4576,Tscheppach,Tscheppach,SO,1,,2768,01.06.00,458300,J
1,2784,2464,20,4574,1,457401,4574,Lüsslingen,Lüsslingen,SO,1,,2716,13.09.96,450060,J
1,2798,2586,10,4612,0,461200,4612,Wangen b. Olten,Wangen b. Olten,SO,1,,7683,18.08.97,461460,J
1,2799,2582,20,4613,0,461300,4613,Rickenbach SO,Rickenbach SO,SO,1,,7683,07.09.01,461460,J
1,2801,2580,10,4616,0,461600,4616,Kappel SO,Kappel SO,SO,1,,7683,24.11.95,461460,J
1,2803,2571,20,4618,0,461800,4618,Boningen,Boningen,SO,1,,7683,21.05.86,461460,J
1,2807,2406,10,4625,0,462500,4625,Oberbuchsiten,Oberbuchsiten,SO,1,,2804,21.05.86,462200,J
1,2810,2501,10,4652,0,465200,4652,Winznau,Winznau,SO,1,,2789,21.05.86,460060,J
1,2822,4271,10,4663,0,466300,4663,Aarburg,Aarburg,AG,1,,7682,21.05.86,466360,J
1,2825,4280,30,4665,1,466501,4665,Oftringen 1,Oftringen 1,AG,1,,2825,10.06.96,466501,
1,2830,2502,20,4634,0,463400,4634,Wisen SO,Wisen SO,SO,1,,2789,07.06.95,460060,J
1,2833,2403,10,4703,0,470300,4703,Kestenholz,Kestenholz,SO,1,,7181,21.05.86,470260,J
1,2835,981,10,4704,0,470400,4704,Niederbipp,Niederbipp,BE,1,,7181,27.10.98,470260,J
1,2837,992,10,3380,0,338000,3380,Wangen an der Aare,Wangen an der Aare,BE,1,,2837,20.12.99,338000,J
1,2840,2527,10,4542,0,454200,4542,Luterbach,Luterbach,SO,1,,2716,19.09.96,450060,J
1,2847,2424,20,4715,0,471500,4715,Herbetswil,Herbetswil,SO,1,,2846,29.05.88,471400,J
1,2851,2430,10,4716,0,471600,4716,Welschenrohr,Welschenrohr,SO,1,,2846,05.03.98,471400,J
1,2852,2430,20,4716,1,471601,4716,Gänsbrunnen,Gänsbrunnen,SO,1,,2846,13.09.96,471400,J
1,2855,4289,10,4800,0,480000,4800,Zofingen,Zofingen,AG,1,,7198,21.05.86,480060,J
1,2856,4289,40,4801,0,480100,4801,Zofingen,Zofingen Ringier AG,AG,1,,7198,01.10.87,480060,
1,2862,4289,20,4812,0,481200,4812,Mühlethal,Mühlethal,AG,1,,7198,21.05.86,480060,J
1,2863,4286,10,4813,0,481300,4813,Uerkheim,Uerkheim,AG,1,,7198,07.12.95,480060,J
1,2867,2575,10,4629,0,462900,4629,Fulenbach,Fulenbach,SO,1,,2804,19.09.96,462200,J
1,2871,329,20,4900,0,490000,4900,Langenthal,Langenthal,BE,1,,7296,12.09.96,490060,J
1,2874,329,30,4901,0,490100,4900,Langenthal,Langenthal,BE,1,,2874,12.09.96,490100,
1,2884,333,10,4917,0,491700,4917,Melchnau,Melchnau,BE,1,,7296,12.09.96,490060,J
1,2886,326,10,4955,0,495500,4955,Gondiswil,Gondiswil,BE,1,,7279,12.09.96,495060,J
1,2888,336,20,4919,0,491900,4919,Reisiswil,Reisiswil,BE,1,,7296,12.09.96,490060,J
1,2889,342,10,4922,0,492200,4922,Bützberg,Bützberg,BE,1,,7296,12.09.96,490060,J
1,2890,345,20,4923,0,492300,4923,Wynau,Wynau,BE,1,,7296,12.09.96,490060,J
1,2899,344,20,4937,0,493700,4937,Ursenbach,Ursenbach,BE,1,,2899,12.09.96,493700,J
1,2902,335,20,4943,0,494300,4943,Oeschenbach,Oeschenbach,BE,1,,2899,12.09.96,493700,J
1,2903,322,20,4944,0,494400,4944,Auswil,Auswil,BE,1,,2899,12.09.96,493700,J
1,2904,339,20,4938,2,493802,4938,Rohrbachgraben,Rohrbachgraben,BE,1,,2899,12.09.96,493700,J
1,2913,4001,20,5000,0,500000,5000,Aarau,Aarau,AG,1,,2917,07.12.95,500060,J
1,2921,4001,80,5000,76,500076,5000,Aarau Postauto AG,Aarau Postauto Aargau,AG,1,,2917,26.02.96,500060,
1,2932,4001,20,5004,0,500400,5000,Aarau,Aarau,AG,1,,2917,07.12.95,500060,J
1,2943,4002,10,5023,0,502300,5023,Biberstein,Biberstein,AG,1,,2917,07.12.95,500060,J
1,2946,4004,20,5026,0,502600,5026,Densbüren,Densbüren,AG,1,,7686,07.12.95,507060,J
