rec_art,onrp,bfsnr,plz_typ,postleitzahl,plz_zz,plz6,gplz,ortbez18,ortbez27,kanton,sprachcode,sprachcode_abw,briefz_durch,gilt_ab_dat,plz_briefzust,plz_coff
1,6230,5633,20,1026,3,102603,1026,Echandens,Echandens,VD,2,,174,01.08.98,102700,J
1,6232,5938,80,1400,76,140076,1400,Yverdon car postal,Yverdon car postal VD-Broye,VD,2,,6257,26.02.96,140060,
1,6233,6266,80,1951,76,195176,1951,Sion car postal,Sion car postal VS-Léman,VS,2,,1203,06.08.96,195060,
1,6237,4021,20,5405,2,540502,5405,Dättwil AG,Dättwil AG,AG,1,,6237,23.12.93,540502,J
1,6238,4021,20,5406,2,540602,5406,Rütihof,Rütihof,AG,1,,6237,23.12.93,540502,J
1,6244,6118,20,3945,1,394501,3945,Niedergampel,Niedergampel,VS,1,,8441,02.09.96,394001,J
1,6258,956,20,3415,3,341503,3415,Rüegsauschachen,Rüegsauschachen,BE,1,,7675,04.02.93,341560,J
1,6260,1510,20,6363,1,636301,6363,Fürigen,Fürigen,NW,1,,8207,06.08.96,637460,J
1,6283,261,40,8070,0,807000,8000,Zürich,Zürich,ZH,1,,6283,10.03.97,807000,
1,6285,2125,40,1631,0,163100,1631,Bulle,Bulle centre de traitement,FR,2,,7403,22.01.97,163060,
1,6291,1061,40,6007,0,600700,6000,Luzern,Luzern,LU,1,,4393,11.04.96,801000,
1,6351,4921,20,9503,2,950302,9503,Lanterswil,Lanterswil,TG,1,,5446,05.03.97,956200,J
1,6352,4683,20,8574,2,857402,8574,Oberhofen TG,Oberhofen TG,TG,1,,4631,16.02.98,827400,J
1,6355,5707,80,1279,1,127901,1279,Chavannes-Bogis LS,Chavannes-de-Bogis OLS,VD,2,,523,06.03.95,129700,
1,6381,66,80,8152,60,815260,8152,Glattbrugg Zust,Glattbrugg Zustellung,ZH,1,,6381,01.07.03,815260,
1,6415,1402,30,6391,0,639100,6390,Engelberg,Engelberg,OW,1,,6415,02.06.94,639100,
1,6419,1509,30,6371,0,637100,6371,Stans,Stans,NW,1,,6419,06.08.96,637100,
1,6433,3271,30,9471,1,947101,9470,Buchs SG 1,Buchs SG 1,SG,1,,6433,06.08.96,947101,
1,6435,3271,30,9471,3,947103,9470,Buchs SG 3,Buchs SG 3,SG,1,,6435,05.08.96,947103,
1,6437,5724,30,1260,1,126001,1260,Nyon 1,Nyon 1,VD,2,,6437,14.10.94,126001,
1,6438,5822,80,1530,75,153075,1530,Payerne Caserne,Payerne Caserne,VD,2,,726,01.01.03,153200,
1,6439,242,80,8903,75,890375,8903,Birmensdorf ZH Kas,Birmensdorf ZH Kaserne,ZH,1,,7226,01.01.03,890360,
1,6440,53,80,8180,75,818075,8180,Bülach Kaserne,Bülach Kaserne,ZH,1,,7228,01.01.03,818060,
1,6441,191,80,8600,75,860075,8600,Dübendorf Kaserne,Dübendorf Kaserne,ZH,1,,4508,01.01.03,811700,
1,6442,4566,80,8500,75,850075,8500,Frauenfeld Kaserne,Frauenfeld Kaserne,TG,1,,4808,01.01.03,850060,
1,6447,4063,80,5620,2,562002,5620,Bremgarten AG West,Bremgarten AG West,AG,1,,7188,26.03.96,562060,
1,6486,6711,80,2800,76,280076,2800,Delémont car post,Delémont car postal JU-NE,JU,2,,1554,13.09.96,280060,
1,6496,6621,40,1211,70,121170,1200,Genève 70,Genève 70,GE,2,,381,27.02.95,121102,
1,6498,2601,40,4509,0,450900,4500,Solothurn,Solothurn,SO,1,,2716,12.09.96,450060,
1,6509,1407,80,6060,1,606001,6060,Sarnen 1,Sarnen 1,OW,1,,6418,01.03.11,606100,
1,6511,6266,20,1958,2,195802,1958,Uvrier,Uvrier,VS,2,,1203,06.08.96,195060,J
1,6516,6623,30,1211,5,121105,1200,Genève 5,Genève 5,GE,2,,6516,02.03.98,121105,
1,6524,2701,80,4000,76,400076,4000,Basel Postauto,Basel Postauto Nordwestschw,BS,1,,2439,14.03.96,400060,
1,6550,2541,20,4524,3,452403,4524,Oberbalmberg,Oberbalmberg,SO,1,,2730,12.09.96,452300,J
1,6551,1135,20,6156,2,615602,6156,Luthern Bad,Luthern Bad,LU,1,,3310,07.12.95,614400,J
1,6556,1002,80,6161,0,616100,6161,Entlebuch Versand,Entlebuch Versandzentrum,LU,1,,8301,18.01.96,616260,
1,6561,3443,30,9201,0,920100,9200,Gossau SG,Gossau SG,SG,1,,6561,10.06.96,920100,
1,6562,5210,80,6900,2,690002,6900,Lugano 2,Lugano 2,TI,3,,10962,01.02.03,691660,
1,6572,351,40,3050,0,305000,3050,Bern Swisscom,Bern Swisscom,BE,1,,2789,19.09.97,460060,
1,6573,5196,80,6900,8,690008,6900,Lugano 8,Lugano 8,TI,3,,5690,01.02.03,690800,
1,6586,5406,20,1892,1,189201,1892,Lavey-les-Bains,Lavey-les-Bains,VD,2,,1136,03.09.96,189000,J
1,6587,751,20,2575,1,257501,2575,Gerolfingen,Gerolfingen,BE,1,,1477,22.02.99,257500,J
1,6590,2964,30,8260,1,826001,8260,Stein am Rhein 1,Stein am Rhein 1,SH,1,,6590,20.09.96,826001,
1,6604,2096,80,1680,75,168075,1680,Romont Caserne,Romont Caserne,FR,2,,7663,01.01.03,168060,
1,6605,1024,80,6032,75,603275,6032,Emmen Kaserne,Emmen Kaserne,LU,1,,7204,01.01.03,602060,
1,6622,6800,80,2900,75,290075,2900,Porrentruy Caserne,Porrentruy Caserne,JU,2,,1605,01.01.03,290060,
1,6669,5841,10,1660,4,166004,1660,La Lécherette,La Lécherette,VD,2,,1088,18.08.98,166000,J
1,6786,2272,20,1721,1,172101,1721,Misery,Misery,FR,2,,1026,18.08.98,179100,J
1,6788,770,20,3632,3,363203,3632,Oberstocken,Oberstocken,BE,1,,2101,20.08.98,360060,J
1,7007,5590,20,1068,0,106800,1068,Les Monts-de-Pully,Les Monts-de-Pully,VD,2,,130,23.06.98,100060,J
1,7008,6458,40,2010,0,201000,2010,Neuchâtel OFS,Neuchâtel OFS,NE,2,,7008,28.07.97,201000,
1,7102,371,80,2510,0,251000,2510,Biel/Bienne DistBa,Biel/Bienne Dist Ba,BE,1,2,7102,23.11.98,251000,
1,7111,2939,80,8210,70,821070,8200,Schaffhausen DistB,Schaffhausen Dist Ba,SH,1,,7111,01.07.01,821070,
1,7163,6613,80,1225,60,122560,1225,Chêne-Bourg Dist,Chêne-Bourg Distribution,GE,2,,7163,01.11.03,122560,
1,7164,5721,80,1196,60,119660,1196,Gland Distribution,Gland Distribution,VD,2,,7164,01.10.03,119660,
1,7165,6623,80,1218,60,121860,1218,Grand-Saconnex D,Grand-Saconnex Distribution,GE,2,,7165,01.11.03,121860,
1,7167,6643,80,1219,60,121960,1219,Le Lignon Dist,Le Lignon Distribution,GE,2,,7167,01.11.03,121960,
1,7168,6630,80,1217,60,121760,1217,Meyrin Dist,Meyrin Distribution,GE,2,,7168,01.11.03,121760,
1,7177,2787,80,4242,60,424260,4242,Laufen Zustellung,Laufen Zustellung,BL,1,,7177,01.05.03,424260,
1,7178,2770,80,4132,60,413260,4132,Muttenz 1 Zust,Muttenz 1 Zustellung,BL,1,,7178,01.05.03,413260,
1,7184,2773,80,4153,60,415360,4153,Reinach BL Zust,Reinach BL Zustellung,BL,1,,7184,01.05.03,415360,
1,7189,4201,80,5600,60,560060,5600,Lenzburg Zust,Lenzburg Zustellung,AG,1,,7189,01.07.03,560060,
1,7197,4082,80,5610,60,561060,5610,Wohlen AG 1 Zust,Wohlen AG 1 Zustellung,AG,1,,7197,01.07.03,561060,
1,7214,1372,80,6430,60,643060,6430,Schwyz Zust,Schwyz Zustellung,SZ,1,,7214,01.05.02,643060,
1,7217,1103,80,6210,60,621060,6210,Sursee Zust,Sursee Zustellung,LU,1,,7217,01.07.03,621060,
1,7223,4461,80,8580,60,858060,8580,Amriswil Zust,Amriswil Zustellung,TG,1,,7223,01.09.03,858060,
1,7227,4471,80,9220,60,922060,9220,Bischofszell Zust,Bischofszell Zustellung,TG,1,,7227,01.05.03,922060,
1,7228,53,80,8180,60,818060,8180,Bülach Zust,Bülach Zustellung,ZH,1,,7228,01.05.03,818060,
1,7229,86,80,8157,60,815760,8157,Dielsdorf Zust,Dielsdorf Zustellung,ZH,1,,7229,01.07.03,815760,
1,7234,56,80,8424,60,842460,8424,Embrach Zustellung,Embrach Zustellung,ZH,1,,7234,01.10.03,842460,
1,7247,156,80,8706,60,870660,8706,Meilen Zust,Meilen Zustellung,ZH,1,,7247,01.10.03,870660,
1,7249,6248,80,3960,60,396060,3960,Sierre Dist,Sierre Distribution,VS,2,,7249,01.08.03,396060,
1,7257,6253,80,3963,60,396360,3963,C.-Montana 1 Dist,Crans-Montana 1 Dist,VS,2,,7257,01.06.03,396360,
1,7260,861,80,3123,60,312360,3123,Belp Zustellung,Belp Zustellung,BE,1,,7260,01.04.03,312360,
1,7263,4436,80,8590,60,859060,8590,Romanshorn Zust,Romanshorn Zustellung,TG,1,,7263,01.03.03,859060,
1,7279,954,80,4950,60,495060,4950,Huttwil Zustellung,Huttwil Zustellung,BE,1,,7279,01.07.03,495060,
1,7281,581,80,3800,60,380060,3800,Interlaken Zust,Interlaken Zustellung,BE,1,,7281,01.09.03,380060,
1,7296,329,80,4900,60,490060,4900,Langenthal 1 Zust,Langenthal 1 Zustellung,BE,1,,7296,01.03.03,490060,
1,7303,261,80,8050,60,805060,8050,Zürich 50 Zust,Zürich 50 Zustellung,ZH,1,,7303,15.04.99,805060,
1,7310,3001,80,9100,60,910060,9100,Herisau 1 Zust,Herisau 1 Zustellung,AR,1,,7310,01.09.03,910060,
1,7328,551,80,3322,60,332260,3322,Urtenen-S Zust,Urtenen-Schönbühl Zust,BE,1,,7328,01.10.03,332260,
1,7336,117,80,8340,60,834060,8340,Hinwil Zustellung,Hinwil Zustellung,ZH,1,,7336,01.03.03,834060,
1,7341,3443,80,9200,60,920060,9200,Gossau SG 1 Zust,Gossau SG 1 Zustellung,SG,1,,7341,01.07.03,920060,
1,7351,2762,80,4123,60,412360,4123,Allschwil Zust,Allschwil Zustellung,BL,1,,7351,01.10.03,412360,
1,7376,1061,40,6000,30,600030,6000,Luzern 30 AAL,Luzern 30 AAL,LU,1,,3215,15.12.97,600202,
1,7378,4005,10,5018,0,501800,5018,Erlinsbach,Erlinsbach,AG,1,,2917,17.08.98,500060,J
1,7386,6711,80,2800,70,280070,2800,Delémont Dist Ba,Delémont Dist Ba,JU,2,,7386,30.06.99,280070,
1,7404,902,80,3550,60,355060,3550,Langnau i. E. Zust,Langnau i. E. Zustellung,BE,1,,7404,01.07.03,355060,
1,7431,2402,80,4620,0,462000,4620,Härkingen PZ,Härkingen Paketzentrum,SO,1,,2804,30.10.98,462200,
1,7432,2402,80,4620,70,462070,4620,Härkingen Dist Ba,Härkingen Dist Ba,SO,1,,7432,23.11.98,462070,
1,7433,53,80,8183,0,818300,8183,Bülach Dist Ba,Bülach Dist Ba,ZH,1,,7433,23.11.98,818300,
1,7437,117,80,8343,0,834300,8343,Hinwil Dist Ba,Hinwil Dist Ba,ZH,1,,7437,23.11.98,834300,
1,7444,4901,20,8586,10,858610,8586,Buch b. Kümmertshs,Buch b. Kümmertshausen,TG,1,,7223,22.11.99,858060,J
1,7445,4921,20,9565,2,956502,9565,Oberbussnang,Oberbussnang,TG,1,,7282,10.09.98,857060,J
1,7484,5721,80,1196,70,119670,1196,Gland Dist Fil,Gland Dist Fil,VD,2,,7484,06.04.99,119670,
1,7529,6135,20,1912,3,191203,1912,Montagnon (Leytron,Montagnon (Leytron),VS,2,,1158,08.02.99,191200,J
1,7541,6033,20,1945,2,194502,1945,Fontaine Dessus,Fontaine Dessus (Liddes),VS,2,,1198,08.02.99,193700,J
1,7545,6033,20,1945,6,194506,1945,Rive Haute(Liddes),Rive Haute (Liddes),VS,2,,1198,08.02.99,193700,J
1,7546,6033,20,1945,7,194507,1945,Fornex(Liddes),Fornex (Liddes),VS,2,,1198,08.02.99,193700,J
1,7547,6033,20,1945,8,194508,1945,Les Moulins VS,Les Moulins VS (Liddes),VS,2,,1198,08.02.99,193700,J
1,7550,6033,20,1945,11,194511,1945,Chez Petit(Liddes),Chez Petit (Liddes),VS,2,,1198,08.02.99,193700,J
1,7551,6033,20,1945,12,194512,1945,Petit Vichères,Petit Vichères (Liddes),VS,2,,1198,08.02.99,193700,J
1,7559,6022,20,1955,2,195502,1955,Les Vérines,Les Vérines (Chamoson),VS,2,,8021,09.02.99,196460,J
1,7560,6022,20,1955,3,195503,1955,Némiaz (Chamoson),Némiaz (Chamoson),VS,2,,8021,09.02.99,196460,J
1,7568,6082,20,1966,3,196603,1966,Luc (Ayent),Luc (Ayent),VS,2,,7574,09.02.99,196609,J
1,7573,6082,20,1966,8,196608,1966,Botyre (Ayent),Botyre (Ayent),VS,2,,7574,09.02.99,196609,J
1,7574,6082,20,1966,9,196609,1966,Blignou (Ayent),Blignou (Ayent),VS,2,,7574,15.05.99,196609,J
1,7576,6087,20,1969,2,196902,1969,Liez (St-Martin),Liez (St-Martin),VS,2,,1250,09.02.99,198300,J
1,7577,6087,20,1969,3,196903,1969,Trogne (St-Martin),Trogne (St-Martin),VS,2,,1250,09.02.99,198300,J
1,7579,6263,20,1971,2,197102,1971,Champlan,Champlan (Grimisuat),VS,2,,7574,09.02.99,196609,J
1,7580,6083,20,1983,2,198302,1983,Lanna,Lanna,VS,2,,1250,09.02.99,198300,J
1,7582,6266,20,1991,3,199103,1991,Pravidondaz,Pravidondaz (Salins),VS,2,,1203,09.02.99,195060,J
1,7585,6024,20,1993,2,199302,1993,Clèbes (Nendaz),Clèbes (Nendaz),VS,2,,1237,09.02.99,199700,J
1,7612,6024,20,1996,3,199603,1996,Condémines (Nendaz,Condémines (Nendaz),VS,2,,1237,18.02.99,199700,J
1,7613,6024,20,1996,4,199604,1996,Saclentse,Saclentse,VS,2,,1237,21.07.99,199700,J
1,7622,6157,20,1873,2,187302,1873,Champoussin,Champoussin,VS,2,,1122,03.03.99,187400,J
1,7632,6487,20,2063,4,206304,2063,Saules,Saules,NE,2,,1311,19.03.99,205200,J
1,7651,6416,80,2013,60,201360,2013,Colombier NE Dist,Colombier NE Distribution,NE,2,,7651,01.06.03,201360,
1,7660,5451,80,1580,60,158060,1580,Avenches Dist,Avenches Distribution,VD,2,,7660,01.06.03,158060,
1,7661,5678,80,1510,60,151060,1510,Moudon Dist,Moudon Distribution,VD,2,,7661,01.10.03,151060,
1,7667,6607,80,1233,60,123360,1233,Bernex Dist,Bernex Distribution,GE,2,,7667,01.10.03,123360,
1,7670,5518,80,1040,60,104060,1040,Echallens Dist,Echallens Distribution,VD,2,,7670,01.10.03,104060,
1,7671,855,80,3150,60,315060,3150,Schwarzenburg Zust,Schwarzenburg Zustellung,BE,1,,7671,01.06.03,315060,
1,7674,383,80,3294,60,329460,3294,Büren a.A. Zust,Büren an der Aare Zust,BE,1,,7674,17.07.03,329460,
1,7677,785,80,3860,60,386060,3860,Meiringen Zust,Meiringen Zustellung,BE,1,,7677,01.10.03,386060,
1,7682,4271,80,4663,60,466360,4663,Aarburg Zust,Aarburg Zustellung,AG,1,,7682,01.09.03,466360,
1,7685,4010,80,5036,60,503660,5036,Oberentfelden Zust,Oberentfelden Zustellung,AG,1,,7685,01.05.03,503660,
1,7691,1107,80,6110,60,611060,6110,Wolhusen Zust,Wolhusen Zustellung,LU,1,,7691,01.04.03,611060,
1,7693,1709,80,6314,60,631460,6314,Unterägeri Zust,Unterägeri Zustellung,ZG,1,,7693,01.07.03,631460,
1,7700,3339,80,8730,60,873060,8730,Uznach Zustellung,Uznach Zustellung,SG,1,,7700,01.10.03,873060,
1,7708,3408,80,9240,60,924060,9240,Uzwil Zustellung,Uzwil Zustellung,SG,1,,7708,01.07.03,924060,
1,7709,3379,80,9630,60,963060,9630,Wattwil Zust,Wattwil Zustellung,SG,1,,7709,01.07.03,963060,
1,7719,3722,80,7013,60,701360,7013,Domat/Ems Zust,Domat/Ems Zustellung,GR,1,,7719,01.10.03,701360,
1,7720,3955,80,7302,60,730260,7302,Landquart Zust,Landquart Zustellung,GR,1,,7720,01.04.03,730260,
1,7721,3296,80,7320,60,732060,7320,Sargans Zustellung,Sargans Zustellung,SG,1,,7721,01.09.03,732060,
1,7723,3293,80,8887,60,888760,8887,Mels Zustellung,Mels Zustellung,SG,1,,7723,01.10.03,888760,
1,7724,3292,80,8890,60,889060,8890,Flums Zustellung,Flums Zustellung,SG,1,,7724,01.10.03,889060,
1,7741,6616,80,1222,60,122260,1222,Vésenaz Dist,Vésenaz Distribution,GE,2,,7741,01.06.03,122260,
1,7757,2217,20,1772,1,177201,1772,Nierlet-les-Bois,Nierlet-les-Bois,FR,2,,5805,01.02.00,175402,J
1,7788,3276,20,9479,1,947901,9479,Malans SG,Malans SG,SG,1,,5386,13.06.00,947700,J
1,7791,4566,80,8540,0,854000,8540,Frauenfeld CIRCLE,Frauenfeld CIRCLE,TG,1,,4808,01.07.03,850060,
1,7795,5480,80,1330,0,133000,1330,Daillens CALL,Daillens CALL,VD,2,,9490,01.07.03,130560,
1,7800,1059,80,6010,3,601003,6010,Kriens 2 Sternmatt,Kriens 2 Sternmatt,LU,1,,7209,11.09.00,601060,
1,7811,5002,40,6500,55,650055,6500,Bellinzona VZ,Bellinzona VZ,TI,3,,10959,22.09.00,651760,
1,7822,6077,30,3989,1,398901,3989,Grafschaft,Grafschaft,VS,1,,7822,01.11.00,398901,
1,7849,3408,20,9249,1,924901,9249,Niederstetten,Niederstetten,SG,1,,7708,01.08.01,924060,J
1,7850,4701,20,8564,8,856408,8564,Gunterswilen,Gunterswilen,TG,1,,4631,01.08.01,827400,J
1,7864,5583,80,1023,2,102302,1023,Crissier Closalet,Crissier 2 Closalet,VD,2,,7172,08.04.99,102360,
1,7904,2321,20,1617,2,161702,1617,Tatroz,Tatroz,FR,2,,8038,01.01.02,161860,J
1,7964,4951,20,8556,4,855604,8556,Lamperswil TG,Lamperswil TG,TG,1,,4857,01.12.02,855500,J
1,7966,1065,20,6039,0,603900,6039,Root D4,Root D4,LU,1,,8203,01.12.02,603760,J
1,7993,5886,20,1820,5,182005,1820,Territet,Territet,VD,2,,1071,01.03.03,182060,J
1,8000,6240,30,3963,2,396302,3963,Crans-Montana 2,Crans-Montana 2,VS,2,,8000,01.06.03,396302,
1,8003,4545,80,8253,60,825360,8253,Diessenhofen Zust,Diessenhofen Zustellung,TG,1,,8003,01.07.03,825360,
1,8007,5192,80,6900,89,690089,6900,Lugano MailSource,Lugano MailSource,TI,3,,10962,01.07.03,691660,
1,8010,198,20,8615,2,861502,8615,Freudwil,Freudwil,ZH,1,,8078,01.08.03,860660,J
1,8011,1373,80,6422,60,642260,6422,Steinen Zustellung,Steinen Zustellung,SZ,1,,8011,01.09.03,642260,
1,8021,6023,80,1964,60,196460,1964,Conthey Dist,Conthey Distribution,VS,2,,8021,01.10.03,196460,
1,8032,6087,20,1969,5,196905,1969,Eison (St-Martin),Eison (St-Martin),VS,2,,1250,01.11.03,198300,J
1,8036,2701,80,4035,0,403500,4035,Basel,Basel 35 Bäumlihof,BS,1,,2439,01.01.04,400060,
1,8038,2325,80,1618,60,161860,1618,Châtel-Denis Dist,Châtel-St-Denis Dist,FR,2,,8038,01.01.04,161860,
1,8040,6265,80,1965,60,196560,1965,Savièse Dist,Savièse Distribution,VS,2,,8040,01.01.04,196560,
1,8105,2701,40,4089,0,408900,4000,Basel,Basel SPILOG,BS,1,,2452,01.04.04,400202,
1,8106,4781,80,9545,60,954560,9545,Wängi Zustellung,Wängi Zustellung,TG,1,,8106,01.12.04,954560,
1,8108,3401,80,9113,60,911360,9113,Degersheim Zust,Degersheim Zustellung,SG,1,,8108,01.04.04,911360,
1,8110,1631,80,8762,60,876260,8762,Schwanden GL Zust,Schwanden GL Zustellung,GL,1,,8110,01.04.04,876260,
1,8120,4038,20,5415,1,541501,5415,Hertenstein AG,Hertenstein AG,AG,1,,8012,01.04.04,541560,J
1,8121,4038,20,5415,2,541502,5415,Rieden AG,Rieden AG,AG,1,,8012,01.04.04,541560,J
1,8173,6181,20,3983,5,398305,3983,Greich,Greich,VS,1,,5495,01.09.04,390060,J
1,8189,901,80,3537,60,353760,3537,Eggiwil Zustellung,Eggiwil Zustellung,BE,1,,8189,01.10.04,353760,
1,8193,576,80,3818,60,381860,3818,Grindelwald Zust,Grindelwald Zustellung,BE,1,,8193,01.10.04,381860,
1,8199,4065,80,5605,60,560560,5605,Dottikon Zust,Dottikon Zustellung,AG,1,,8199,01.10.04,560560,
1,8200,4209,80,5703,60,570360,5703,Seon Zustellung,Seon Zustellung,AG,1,,8200,01.10.04,570360,
1,8203,1065,80,6037,60,603760,6037,Root Zustellung,Root Zustellung,LU,1,,8203,01.10.04,603760,
1,8207,1502,80,6374,60,637460,6374,Buochs Zustellung,Buochs Zustellung,NW,1,,8207,01.10.04,637460,
1,8210,363,80,3071,70,307170,3071,O'mundigen Dist Ba,Ostermundigen Distributions,BE,1,,8210,01.10.04,307170,
1,8233,7005,80,9494,60,949460,9494,Schaan Zustellung,Schaan Zustellung,FL,1,,8233,01.11.04,949460,
1,8237,298,20,8546,3,854603,8546,Menzengrüt,Menzengrüt,ZH,1,,4808,01.12.04,850060,J
1,8299,2309,80,3175,60,317560,3175,Flamatt Zustellung,Flamatt Zustellung,FR,1,,8299,01.01.05,317560,
1,8300,1098,80,6017,60,601760,6017,Ruswil Zustellung,Ruswil Zustellung,LU,1,,8300,01.01.05,601760,
1,8303,1010,80,6182,60,618260,6182,Escholzmatt Zust,Escholzmatt Zustellung,LU,1,,8303,01.01.05,618260,
1,8308,297,80,8494,60,849460,8494,Bauma Zustellung,Bauma Zustellung,ZH,1,,8308,01.02.05,849460,
1,8316,1102,80,6204,2,620402,6204,Sempach Stadt,Sempach Stadt,LU,1,,3342,01.03.05,620300,
1,8346,7005,40,9489,0,948900,9489,Schaan Log,Schaan Log,FL,1,,8233,01.05.05,949460,
1,8348,310,20,3256,3,325603,3256,Seewil,Seewil,BE,1,,1762,01.05.05,305400,J
1,8358,295,20,8135,3,813503,8135,Sihlwald,Sihlwald,ZH,1,,7221,01.06.05,813460,J
1,8359,66,20,8152,2,815202,8152,Glattpark(Opfikon),Glattpark (Opfikon),ZH,1,,6381,01.06.05,815260,J
1,8365,5805,80,1607,60,160760,1607,Palézieux Dist,Palézieux Distribution,VD,2,,8365,01.07.05,160760,
1,8439,298,20,8543,1,854301,8543,Gundetswil,Gundetswil,ZH,1,,4808,01.04.06,850060,J
1,8440,2701,40,4089,73,408973,4000,Basel SPI GLS,Basel SPI GLS Retour,BS,1,,2452,01.05.06,400202,
1,8445,5586,40,1019,0,101900,1019,Lausanne,Lausanne Services spéciaux,VD,2,,130,01.08.06,100060,
1,8454,1701,80,6346,70,634670,6346,Baar 3 Dist Ba,Baar 3 Dist Ba,ZG,1,,8454,01.08.06,634670,
1,8458,355,40,3085,0,308500,3085,Wabern Weihnachten,Wabern 2 x Weihnachten,BE,1,,1785,01.10.06,308400,
1,8461,247,80,8952,55,895255,8952,Schlieren DS,Schlieren DocumentServices,ZH,1,,9741,01.12.06,801500,
1,8468,1059,80,6010,50,601050,6010,Kriens LZB,Kriens Logistikzentrum,LU,1,,8468,01.03.11,601050,
1,8469,5003,80,6590,50,659050,6590,Cadenazzo (CLL),Cadenazzo Centro logistico,TI,3,,8469,01.02.08,659050,
1,8472,3443,80,9200,50,920050,9200,Gossau SG LZB,Gossau SG Logistikzentrum,SG,1,,8472,01.02.08,920050,
1,8486,4289,40,4808,40,480840,4808,Zofingen PF,Zofingen PostFinance,AG,1,,8837,01.03.07,301760,
1,8809,2831,80,4133,89,413389,4133,Pratteln SPI,Pratteln SPI Logistics,BL,1,,7178,01.09.07,413260,
1,8810,1703,20,6333,0,633300,6333,Hünenberg See,Hünenberg See,ZG,1,,8452,01.09.07,633160,J
1,8816,2402,80,4621,59,462159,4621,Härkingen SPS AG,Härkingen SPS AG,SO,1,,8816,01.10.07,462159,
1,8822,4289,40,4809,1,480901,4800,Zofingen PF UBS,Zofingen PF UBS Verarb.,AG,1,,4393,01.11.07,801000,
1,8823,1065,80,6039,5,603905,6037,Root Längenbold SH,Root Längenbold SH,LU,1,,8203,01.11.07,603760,
1,8832,225,20,8545,1,854501,8545,Rickenbach Sulz,Rickenbach Sulz,ZH,1,,4695,01.01.08,840060,J
1,8834,176,20,8310,1,831001,8310,Grafstal,Grafstal,ZH,1,,7233,01.01.08,830760,J
1,8841,214,20,8471,4,847104,8471,Berg (Dägerlen),Berg (Dägerlen),ZH,1,,8113,01.02.08,847260,J
1,8842,214,20,8471,5,847105,8471,Bänk (Dägerlen),Bänk (Dägerlen),ZH,1,,8113,01.02.08,847260,J
1,8845,3204,30,9301,0,930100,9301,Wittenbach,Wittenbach,SG,1,,8845,01.03.08,930100,
1,8889,5482,80,1300,67,130067,1300,Eclépens CC Dépôt,Eclépens CC Dépôt,VD,2,,8462,01.04.08,130050,
1,8893,5003,80,6511,0,651100,6511,Cadenazzo SC,Cadenazzo Scanning-Center,TI,3,,4393,01.05.08,801000,
1,8936,2016,80,1532,70,153270,1532,Fétigny Dist Fil,Fétigny Dist Fil,FR,2,,8936,01.10.08,153270,
1,8939,2939,80,8200,48,820048,8200,Schaffhausen PF,Schaffhausen PF,SH,1,,4562,01.10.08,820060,
1,8971,351,80,3000,28,300028,3000,Bern Brünnen,Bern Brünnen,BE,1,,8837,01.11.08,301760,
1,8986,3112,20,9050,6,905006,9050,Appenzell Steinegg,Appenzell Steinegg,AI,1,,7309,01.12.08,905060,J
1,8990,3102,20,9108,2,910802,9108,Gontenbad,Gontenbad,AI,1,,7309,01.12.08,905060,J
1,8993,3111,20,9442,2,944202,9442,Büriswilen,Büriswilen,AI,1,,9501,01.12.08,944260,J
1,9008,5113,80,6595,1,659501,6595,Riazzino Dist,Riazzino Distribuzione,TI,3,,9008,01.06.09,659501,
1,9009,5171,80,6987,1,698701,6987,Caslano Dist,Caslano Distribuzione,TI,3,,9009,01.06.09,698701,
1,9014,4032,80,5506,70,550670,5506,Mägenwil Dist Ba,Mägenwil Dist Ba,AG,1,,9014,01.05.09,550670,
1,9015,4032,80,5506,71,550671,5506,Mägenwil GKA,Mägenwil GKA,AG,1,,3085,01.05.09,550600,
1,9029,296,80,8307,76,830776,8307,Effretikon PAG,Effretikon PostAuto AG,ZH,1,,7233,01.07.09,830760,
1,9030,3424,20,9245,2,924502,9245,Sonnental,Sonnental,SG,1,,7708,01.07.09,924060,J
1,9032,6608,80,1227,48,122748,1227,Genève PF Fil Car,Genève PF Fil Carouge,GE,2,,7162,01.08.09,122760,
1,9046,6754,80,2340,60,234060,2340,Le Noirmont Dist,Le Noirmont Distribution,JU,2,,9046,01.09.09,234060,
1,9065,4289,80,4800,48,480048,4800,Zofingen B&V GK,Zofingen B&V GK,AG,1,2,7198,01.12.09,480060,
1,9070,1341,80,8852,48,885248,8852,Altendorf B&V GK 2,Altendorf B&V GK 2,SZ,1,2,7701,01.12.09,880860,
1,9079,6741,20,2360,0,236000,2360,Le Bémont JU,Le Bémont JU,JU,2,,9046,01.01.10,234060,J
1,9080,6751,10,2362,0,236200,2362,Montfaucon,Montfaucon,JU,2,,9046,01.01.10,234060,J
1,9083,6758,10,2364,0,236400,2364,St-Brais,St-Brais,JU,2,,9046,01.01.10,234060,J
1,9085,351,80,3030,82,303082,3030,Bern KC PK 5,Bern KC PK 5,BE,1,,8837,01.02.10,301760,
1,9093,6212,80,1905,76,190576,1905,Dorénaz PA,Dorénaz PostAuto AG Schweiz,VS,2,,5637,01.03.10,192060,
1,9157,6083,20,1985,1,198501,1985,La Forclaz VS,La Forclaz VS,VS,2,,1250,01.10.10,198300,J
