"Variable","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","Test"
"... 8267","1","0","1","0","1","0","0","0","0","0","0","0","0","0",""
"... 8269","0","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8272","3","0","2","0","3","0","4","0","2","0","1","0","1","0",""
"... 8274","6","0","0","0","0","0","3","0","0","0","1","0","0","0",""
"... 8280","11","0","12","0","13","0","10","0","7","0","9","0","8","0",""
"... 8301","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 8302","1106","0.016","1062","0.016","1176","0.018","1088","0.016","1121","0.017","1147","0.017","1139","0.017",""
"... 8303","513","0.008","476","0.007","484","0.007","490","0.007","469","0.007","488","0.007","492","0.007",""
"... 8304","641","0.01","643","0.01","655","0.01","687","0.01","678","0.01","615","0.009","659","0.01",""
"... 8305","342","0.005","344","0.005","343","0.005","354","0.005","348","0.005","347","0.005","330","0.005",""
"... 8306","229","0.003","239","0.004","242","0.004","236","0.004","253","0.004","234","0.003","240","0.004",""
"... 8307","656","0.01","707","0.011","659","0.01","655","0.01","700","0.01","729","0.011","670","0.01",""
"... 8308","171","0.003","162","0.002","155","0.002","173","0.003","168","0.002","142","0.002","161","0.002",""
"... 8309","186","0.003","159","0.002","177","0.003","166","0.002","171","0.003","145","0.002","158","0.002",""
"... 8310","72","0.001","67","0.001","44","0.001","65","0.001","51","0.001","83","0.001","73","0.001",""
"... 8311","46","0.001","43","0.001","55","0.001","33","0","56","0.001","52","0.001","30","0",""
"... 8312","37","0.001","31","0","30","0","26","0","26","0","23","0","25","0",""
"... 8314","12","0","10","0","13","0","6","0","6","0","9","0","6","0",""
"... 8315","21","0","22","0","20","0","27","0","21","0","24","0","20","0",""
"... 8317","92","0.001","95","0.001","95","0.001","102","0.002","86","0.001","72","0.001","103","0.002",""
"... 8320","243","0.004","270","0.004","236","0.004","278","0.004","249","0.004","269","0.004","239","0.004",""
"... 8322","20","0","21","0","15","0","18","0","21","0","19","0","24","0",""
"... 8330","485","0.007","513","0.008","521","0.008","462","0.007","491","0.007","486","0.007","467","0.007",""
"... 8331","13","0","19","0","20","0","26","0","21","0","19","0","25","0",""
"... 8332","113","0.002","114","0.002","134","0.002","108","0.002","118","0.002","122","0.002","119","0.002",""
"... 8335","100","0.001","113","0.002","112","0.002","112","0.002","127","0.002","130","0.002","147","0.002",""
"... 8340","470","0.007","444","0.007","477","0.007","439","0.007","442","0.007","414","0.006","488","0.007",""
"... 8342","24","0","23","0","23","0","25","0","28","0","32","0","18","0",""
"... 8344","167","0.002","165","0.002","146","0.002","166","0.002","160","0.002","153","0.002","157","0.002",""
"... 8345","41","0.001","34","0.001","43","0.001","38","0.001","48","0.001","56","0.001","47","0.001",""
"... 8352","174","0.003","157","0.002","163","0.002","149","0.002","144","0.002","148","0.002","130","0.002",""
"... 8353","188","0.003","185","0.003","213","0.003","191","0.003","175","0.003","191","0.003","161","0.002",""
"... 8354","25","0","17","0","25","0","26","0","20","0","18","0","18","0",""
"... 8355","23","0","21","0","25","0","18","0","18","0","24","0","18","0",""
"... 8356","0","0","0","0","1","0","0","0","3","0","1","0","0","0",""
"... 8357","3","0","4","0","2","0","3","0","2","0","3","0","3","0",""
"... 8360","10","0","18","0","11","0","5","0","8","0","12","0","9","0",""
"... 8361","0","0","1","0","0","0","0","0","1","0","0","0","0","0",""
"... 8362","3","0","4","0","6","0","1","0","3","0","4","0","4","0",""
"... 8363","2","0","4","0","4","0","6","0","2","0","8","0","6","0",""
"... 8370","3","0","6","0","4","0","5","0","5","0","3","0","7","0",""
"... 8372","2","0","0","0","0","0","1","0","0","0","1","0","1","0",""
"... 8374","1","0","2","0","6","0","3","0","3","0","4","0","5","0",""
"... 8376","3","0","1","0","0","0","0","0","0","0","2","0","1","0",""
"... 8400","2071","0.031","1983","0.03","1950","0.029","2040","0.031","2083","0.031","2011","0.03","2102","0.031",""
"... 8402","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8403","59","0.001","57","0.001","56","0.001","59","0.001","57","0.001","57","0.001","65","0.001",""
"... 8404","1114","0.017","1158","0.017","1132","0.017","1232","0.018","1190","0.018","1158","0.017","1148","0.017",""
"... 8405","930","0.014","994","0.015","992","0.015","940","0.014","931","0.014","990","0.015","1025","0.015",""
"... 8406","859","0.013","807","0.012","869","0.013","873","0.013","861","0.013","883","0.013","837","0.012",""
"... 8408","950","0.014","963","0.014","1021","0.015","945","0.014","961","0.014","959","0.014","1022","0.015",""
"... 8409","174","0.003","200","0.003","191","0.003","181","0.003","178","0.003","153","0.002","188","0.003",""
"... 8411","1","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8412","33","0","36","0.001","35","0.001","42","0.001","40","0.001","35","0.001","42","0.001",""
"... 8413","143","0.002","175","0.003","154","0.002","140","0.002","155","0.002","150","0.002","140","0.002",""
"... 8414","37","0.001","32","0","23","0","25","0","31","0","31","0","26","0",""
"... 8415","6","0","10","0","13","0","18","0","9","0","12","0","9","0",""
"... 8416","62","0.001","50","0.001","55","0.001","53","0.001","41","0.001","58","0.001","45","0.001",""
"... 8418","26","0","31","0","28","0","46","0.001","26","0","35","0.001","31","0",""
"... 8421","18","0","25","0","17","0","17","0","15","0","16","0","26","0",""
"... 8422","176","0.003","201","0.003","177","0.003","188","0.003","167","0.002","193","0.003","183","0.003",""
"... 8424","502","0.007","476","0.007","491","0.007","481","0.007","482","0.007","495","0.007","527","0.008",""
"... 8425","36","0.001","29","0","37","0.001","32","0","30","0","34","0.001","34","0.001",""
"... 8426","67","0.001","53","0.001","63","0.001","73","0.001","59","0.001","74","0.001","76","0.001",""
"... 8427","217","0.003","205","0.003","245","0.004","188","0.003","229","0.003","238","0.004","246","0.004",""
"... 8428","19","0","12","0","10","0","17","0","14","0","21","0","16","0",""
"... 8442","88","0.001","112","0.002","112","0.002","103","0.002","87","0.001","96","0.001","104","0.002",""
"... 8444","69","0.001","83","0.001","71","0.001","77","0.001","81","0.001","64","0.001","65","0.001",""
"... 8447","50","0.001","58","0.001","56","0.001","51","0.001","50","0.001","40","0.001","50","0.001",""
"... 8450","71","0.001","66","0.001","60","0.001","52","0.001","78","0.001","70","0.001","68","0.001",""
"... 8451","59","0.001","53","0.001","50","0.001","44","0.001","57","0.001","57","0.001","60","0.001",""
"... 8452","21","0","23","0","14","0","19","0","16","0","21","0","27","0",""
"... 8453","3","0","6","0","1","0","3","0","5","0","6","0","5","0",""
"... 8454","0","0","0","0","2","0","1","0","0","0","2","0","0","0",""
"... 8455","1","0","1","0","0","0","0","0","2","0","0","0","1","0",""
"... 8457","11","0","8","0","5","0","11","0","5","0","11","0","13","0",""
"... 8458","18","0","17","0","17","0","11","0","20","0","16","0","20","0",""
"... 8459","15","0","16","0","8","0","6","0","9","0","14","0","15","0",""
"... 8460","45","0.001","80","0.001","59","0.001","65","0.001","56","0.001","60","0.001","68","0.001",""
"... 8461","6","0","14","0","9","0","11","0","20","0","13","0","14","0",""
"... 8462","40","0.001","36","0.001","55","0.001","44","0.001","59","0.001","45","0.001","46","0.001",""
"... 8463","28","0","26","0","20","0","20","0","25","0","32","0","31","0",""
"... 8464","1","0","3","0","0","0","1","0","2","0","0","0","1","0",""
"... 8465","15","0","13","0","15","0","10","0","14","0","10","0","13","0",""
"... 8466","26","0","19","0","23","0","16","0","19","0","21","0","19","0",""
"... 8467","11","0","13","0","21","0","15","0","13","0","20","0","13","0",""
"... 8468","14","0","24","0","17","0","23","0","15","0","26","0","21","0",""
"... 8471","28","0","32","0","35","0.001","30","0","36","0.001","26","0","34","0.001",""
"... 8472","243","0.004","251","0.004","242","0.004","246","0.004","249","0.004","227","0.003","228","0.003",""
"... 8474","51","0.001","50","0.001","59","0.001","40","0.001","45","0.001","67","0.001","38","0.001",""
"... 8475","70","0.001","61","0.001","83","0.001","81","0.001","61","0.001","66","0.001","86","0.001",""
"... 8476","28","0","29","0","33","0","27","0","42","0.001","42","0.001","25","0",""
"... 8477","41","0.001","40","0.001","47","0.001","30","0","30","0","40","0.001","32","0",""
"... 8478","31","0","36","0.001","34","0.001","47","0.001","26","0","31","0","40","0.001",""
"... 8479","23","0","20","0","19","0","26","0","33","0","26","0","23","0",""
"... 8482","115","0.002","135","0.002","118","0.002","109","0.002","132","0.002","117","0.002","115","0.002",""
"... 8483","150","0.002","147","0.002","137","0.002","141","0.002","140","0.002","144","0.002","127","0.002",""
"... 8484","138","0.002","122","0.002","132","0.002","114","0.002","127","0.002","112","0.002","120","0.002",""
"... 8486","93","0.001","112","0.002","111","0.002","105","0.002","109","0.002","99","0.001","119","0.002",""
"... 8487","77","0.001","92","0.001","84","0.001","77","0.001","98","0.001","79","0.001","88","0.001",""
"... 8488","271","0.004","258","0.004","252","0.004","235","0.004","271","0.004","264","0.004","265","0.004",""
"... 8489","27","0","34","0.001","25","0","30","0","26","0","35","0.001","31","0",""
"... 8492","100","0.001","93","0.001","98","0.001","114","0.002","109","0.002","107","0.002","96","0.001",""
"... 8493","64","0.001","79","0.001","73","0.001","72","0.001","72","0.001","61","0.001","74","0.001",""
"... 8494","127","0.002","139","0.002","152","0.002","133","0.002","128","0.002","142","0.002","132","0.002",""
"... 8495","7","0","6","0","14","0","6","0","9","0","6","0","3","0",""
"... 8496","47","0.001","47","0.001","42","0.001","48","0.001","37","0.001","49","0.001","37","0.001",""
"... 8497","53","0.001","43","0.001","30","0","43","0.001","47","0.001","48","0.001","34","0.001",""
"... 8498","42","0.001","41","0.001","45","0.001","43","0.001","45","0.001","47","0.001","42","0.001",""
"... 8499","15","0","7","0","11","0","10","0","4","0","15","0","14","0",""
"... 8500","40","0.001","33","0","52","0.001","40","0.001","33","0","38","0.001","38","0.001",""
"... 8505","2","0","2","0","0","0","2","0","1","0","1","0","4","0",""
"... 8506","1","0","0","0","1","0","2","0","2","0","1","0","1","0",""
"... 8507","2","0","0","0","2","0","1","0","0","0","0","0","1","0",""
"... 8508","0","0","0","0","1","0","0","0","0","0","0","0","1","0",""
"... 8512","1","0","1","0","2","0","1","0","2","0","1","0","1","0",""
"... 8514","1","0","0","0","1","0","0","0","0","0","0","0","1","0",""
"... 8522","1","0","4","0","3","0","3","0","0","0","0","0","0","0",""
"... 8523","35","0.001","45","0.001","44","0.001","41","0.001","43","0.001","55","0.001","55","0.001",""
"... 8524","2","0","3","0","3","0","3","0","3","0","5","0","1","0",""
"... 8525","0","0","2","0","0","0","1","0","1","0","0","0","1","0",""
"... 8526","1","0","3","0","3","0","1","0","2","0","1","0","1","0",""
"... 8532","2","0","3","0","5","0","3","0","2","0","0","0","2","0",""
"... 8535","2","0","1","0","2","0","1","0","1","0","1","0","0","0",""
"... 8536","0","0","0","0","0","0","1","0","1","0","0","0","0","0",""
"... 8537","3","0","1","0","0","0","2","0","3","0","3","0","0","0",""
"... 8542","166","0.002","142","0.002","136","0.002","133","0.002","141","0.002","103","0.002","150","0.002",""
"... 8543","24","0","30","0","32","0","31","0","34","0.001","33","0","26","0",""
"... 8544","17","0","23","0","16","0","19","0","18","0","20","0","16","0",""
"... 8545","113","0.002","110","0.002","113","0.002","138","0.002","124","0.002","91","0.001","122","0.002",""
"... 8546","14","0","14","0","12","0","7","0","15","0","7","0","6","0",""
"... 8547","5","0","6","0","1","0","2","0","7","0","5","0","3","0",""
"... 8548","26","0","29","0","39","0.001","37","0.001","26","0","23","0","24","0",""
"... 8552","2","0","1","0","6","0","1","0","4","0","2","0","7","0",""
"... 8553","0","0","0","0","0","0","0","0","2","0","0","0","0","0",""
"... 8554","0","0","0","0","1","0","1","0","0","0","0","0","2","0",""
"... 8555","1","0","3","0","3","0","1","0","3","0","6","0","5","0",""
"... 8556","3","0","0","0","4","0","2","0","2","0","2","0","0","0",""
"... 8558","1","0","0","0","1","0","0","0","1","0","0","0","0","0",""
"... 8560","1","0","1","0","2","0","0","0","0","0","0","0","1","0",""
"... 8561","0","0","0","0","0","0","1","0","0","0","1","0","0","0",""
"... 8564","0","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8566","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8570","4","0","9","0","9","0","13","0","9","0","7","0","8","0",""
"... 8572","1","0","0","0","1","0","1","0","1","0","2","0","2","0",""
"... 8573","0","0","3","0","0","0","1","0","0","0","1","0","0","0",""
"... 8574","1","0","0","0","1","0","1","0","0","0","0","0","0","0",""
"... 8575","3","0","2","0","3","0","5","0","2","0","1","0","0","0",""
"... 8577","0","0","0","0","0","0","0","0","1","0","0","0","1","0",""
"... 8580","6","0","5","0","6","0","6","0","8","0","6","0","4","0",""
"... 8582","0","0","0","0","1","0","0","0","0","0","0","0","1","0",""
"... 8583","5","0","1","0","1","0","2","0","2","0","1","0","1","0",""
"... 8585","0","0","2","0","1","0","0","0","0","0","3","0","0","0",""
"... 8586","0","0","2","0","0","0","2","0","1","0","0","0","1","0",""
"... 8587","0","0","1","0","2","0","0","0","0","0","1","0","2","0",""
"... 8588","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8589","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 8590","3","0","0","0","0","0","1","0","5","0","5","0","6","0",""
"... 8592","2","0","0","0","0","0","0","0","0","0","2","0","1","0",""
"... 8595","1","0","2","0","0","0","1","0","0","0","0","0","0","0",""
"... 8596","0","0","0","0","0","0","0","0","0","0","2","0","0","0",""
"... 8597","1","0","1","0","0","0","1","0","0","0","1","0","0","0",""
"... 8598","0","0","1","0","1","0","3","0","0","0","2","0","0","0",""
"... 8600","1119","0.017","1095","0.016","1082","0.016","1102","0.017","1113","0.017","1134","0.017","1097","0.016",""
"... 8602","89","0.001","83","0.001","69","0.001","64","0.001","75","0.001","62","0.001","75","0.001",""
"... 8603","221","0.003","240","0.004","208","0.003","262","0.004","194","0.003","226","0.003","216","0.003",""
"... 8604","883","0.013","856","0.013","837","0.012","897","0.013","883","0.013","920","0.014","917","0.014",""
"... 8605","37","0.001","56","0.001","49","0.001","40","0.001","29","0","51","0.001","46","0.001",""
"... 8606","275","0.004","261","0.004","233","0.003","294","0.004","303","0.004","306","0.005","284","0.004",""
"... 8607","54","0.001","47","0.001","54","0.001","54","0.001","36","0.001","39","0.001","54","0.001",""
"... 8608","116","0.002","120","0.002","102","0.002","131","0.002","137","0.002","131","0.002","126","0.002",""
"... 8610","1292","0.019","1241","0.019","1253","0.019","1282","0.019","1257","0.019","1256","0.019","1244","0.018",""
"... 8614","39","0.001","49","0.001","35","0.001","48","0.001","59","0.001","40","0.001","43","0.001",""
"... 8615","35","0.001","38","0.001","31","0","11","0","25","0","25","0","33","0",""
"... 8616","37","0.001","44","0.001","44","0.001","36","0.001","42","0.001","43","0.001","45","0.001",""
"... 8617","159","0.002","155","0.002","160","0.002","167","0.003","154","0.002","175","0.003","143","0.002",""
"... 8618","228","0.003","229","0.003","218","0.003","224","0.003","226","0.003","231","0.003","240","0.004",""
"... 8620","813","0.012","908","0.014","840","0.013","860","0.013","891","0.013","916","0.014","876","0.013",""
"... 8621","0","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8622","12","0","3","0","8","0","10","0","6","0","3","0","5","0",""
"... 8623","359","0.005","432","0.006","412","0.006","391","0.006","399","0.006","443","0.007","419","0.006",""
"... 8624","77","0.001","75","0.001","85","0.001","99","0.001","83","0.001","79","0.001","105","0.002",""
"... 8625","233","0.003","234","0.004","235","0.004","230","0.003","240","0.004","251","0.004","251","0.004",""
"... 8626","30","0","35","0.001","30","0","43","0.001","41","0.001","35","0.001","41","0.001",""
"... 8627","151","0.002","144","0.002","128","0.002","127","0.002","158","0.002","130","0.002","147","0.002",""
"... 8630","639","0.01","653","0.01","600","0.009","635","0.01","568","0.008","632","0.009","648","0.01",""
"... 8632","178","0.003","173","0.003","179","0.003","193","0.003","191","0.003","182","0.003","171","0.003",""
"... 8633","125","0.002","134","0.002","138","0.002","137","0.002","108","0.002","120","0.002","112","0.002",""
"... 8634","377","0.006","340","0.005","394","0.006","376","0.006","383","0.006","377","0.006","357","0.005",""
"... 8635","119","0.002","121","0.002","134","0.002","139","0.002","126","0.002","126","0.002","129","0.002",""
"... 8636","444","0.007","451","0.007","406","0.006","421","0.006","440","0.007","423","0.006","412","0.006",""
"... 8637","115","0.002","100","0.001","106","0.002","103","0.002","95","0.001","100","0.001","104","0.002",""
"... 8638","3","0","2","0","3","0","3","0","5","0","1","0","4","0",""
"... 8640","15","0","22","0","22","0","16","0","12","0","19","0","20","0",""
"... 8645","26","0","19","0","33","0","24","0","24","0","25","0","31","0",""
"... 8646","1","0","3","0","1","0","1","0","4","0","4","0","2","0",""
"... 8698","0","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8700","340","0.005","309","0.005","327","0.005","306","0.005","334","0.005","339","0.005","311","0.005",""
"... 8702","157","0.002","147","0.002","146","0.002","165","0.002","138","0.002","164","0.002","144","0.002",""
"... 8703","122","0.002","109","0.002","125","0.002","106","0.002","108","0.002","122","0.002","120","0.002",""
"... 8704","115","0.002","135","0.002","166","0.002","131","0.002","123","0.002","112","0.002","133","0.002",""
"... 8706","348","0.005","348","0.005","363","0.005","323","0.005","369","0.005","383","0.006","381","0.006",""
"... 8707","194","0.003","183","0.003","212","0.003","169","0.003","166","0.002","178","0.003","195","0.003",""
"... 8708","310","0.005","320","0.005","300","0.004","309","0.005","338","0.005","344","0.005","309","0.005",""
"... 8712","354","0.005","397","0.006","376","0.006","387","0.006","342","0.005","400","0.006","396","0.006",""
"... 8713","103","0.002","121","0.002","93","0.001","100","0.002","93","0.001","102","0.002","108","0.002",""
"... 8714","18","0","13","0","17","0","17","0","8","0","18","0","11","0",""
"... 8715","1","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8716","3","0","6","0","1","0","7","0","4","0","4","0","3","0",""
"... 8717","1","0","0","0","2","0","1","0","0","0","1","0","2","0",""
"... 8718","1","0","1","0","5","0","2","0","3","0","0","0","3","0",""
"... 8721","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 8722","8","0","5","0","4","0","4","0","7","0","4","0","4","0",""
"... 8723","1","0","2","0","0","0","3","0","1","0","1","0","2","0",""
"... 8725","0","0","0","0","1","0","1","0","1","0","0","0","1","0",""
"... 8727","1","0","2","0","0","0","2","0","0","0","1","0","0","0",""
"... 8730","4","0","9","0","11","0","7","0","8","0","6","0","10","0",""
"... 8732","1","0","2","0","0","0","2","0","1","0","5","0","2","0",""
"... 8733","11","0","9","0","10","0","16","0","6","0","6","0","9","0",""
"... 8734","1","0","2","0","6","0","4","0","6","0","1","0","3","0",""
"... 8735","3","0","3","0","1","0","8","0","5","0","3","0","4","0",""
"... 8737","3","0","3","0","0","0","4","0","3","0","2","0","5","0",""
"... 8738","0","0","0","0","0","0","1","0","2","0","1","0","2","0",""
"... 8739","1","0","2","0","0","0","0","0","0","0","0","0","0","0",""
"... 8741","1","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8750","5","0","1","0","4","0","3","0","3","0","3","0","3","0",""
"... 8752","0","0","2","0","3","0","1","0","2","0","2","0","2","0",""
"... 8753","3","0","2","0","4","0","4","0","4","0","8","0","4","0",""
"... 8754","0","0","0","0","1","0","1","0","3","0","1","0","0","0",""
"... 8755","0","0","1","0","2","0","0","0","0","0","4","0","2","0",""
"... 8756","1","0","0","0","1","0","1","0","2","0","3","0","3","0",""
"... 8757","0","0","1","0","1","0","0","0","0","0","2","0","0","0",""
"... 8758","0","0","0","0","0","0","0","0","2","0","1","0","1","0",""
"... 8762","0","0","2","0","1","0","2","0","1","0","1","0","1","0",""
"... 8765","0","0","0","0","1","0","0","0","0","0","0","0","1","0",""
"... 8766","0","0","0","0","0","0","0","0","0","0","1","0","0","0",""
"... 8767","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8772","1","0","0","0","1","0","2","0","0","0","1","0","0","0",""
"... 8773","0","0","3","0","2","0","0","0","0","0","0","0","1","0",""
"... 8774","0","0","0","0","2","0","0","0","0","0","0","0","1","0",""
"... 8775","0","0","1","0","1","0","0","0","0","0","1","0","0","0",""
"... 8777","0","0","1","0","0","0","0","0","1","0","1","0","1","0",""
"... 8782","0","0","1","0","2","0","1","0","0","0","0","0","3","0",""
"... 8783","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8800","436","0.006","403","0.006","404","0.006","409","0.006","448","0.007","383","0.006","391","0.006",""
"... 8802","140","0.002","161","0.002","159","0.002","178","0.003","182","0.003","150","0.002","147","0.002",""
"... 8803","113","0.002","105","0.002","113","0.002","106","0.002","101","0.001","108","0.002","107","0.002",""
"... 8804","215","0.003","229","0.003","218","0.003","239","0.004","217","0.003","256","0.004","241","0.004",""
"... 8805","330","0.005","365","0.005","354","0.005","364","0.005","380","0.006","359","0.005","379","0.006",""
"... 8806","3","0","2","0","1","0","3","0","1","0","1","0","1","0",""
"... 8807","5","0","3","0","4","0","5","0","4","0","3","0","2","0",""
"... 8808","2","0","6","0","4","0","3","0","5","0","5","0","7","0",""
"... 8810","755","0.011","736","0.011","769","0.011","698","0.01","756","0.011","710","0.011","698","0.01",""
"... 8815","9","0","10","0","13","0","8","0","15","0","14","0","14","0",""
"... 8816","53","0.001","53","0.001","59","0.001","65","0.001","58","0.001","63","0.001","64","0.001",""
"... 8820","604","0.009","547","0.008","602","0.009","619","0.009","587","0.009","626","0.009","600","0.009",""
"... 8824","61","0.001","64","0.001","51","0.001","46","0.001","51","0.001","60","0.001","50","0.001",""
"... 8825","36","0.001","38","0.001","33","0","33","0","38","0.001","33","0","35","0.001",""
"... 8832","6","0","13","0","7","0","11","0","8","0","5","0","7","0",""
"... 8833","117","0.002","114","0.002","96","0.001","118","0.002","99","0.001","100","0.001","113","0.002",""
"... 8834","2","0","2","0","3","0","3","0","0","0","0","0","5","0",""
"... 8835","2","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8836","0","0","1","0","1","0","2","0","0","0","0","0","0","0",""
"... 8840","7","0","7","0","11","0","8","0","8","0","5","0","4","0",""
"... 8841","0","0","1","0","0","0","0","0","0","0","1","0","1","0",""
"... 8842","1","0","1","0","2","0","1","0","5","0","0","0","1","0",""
"... 8843","0","0","0","0","0","0","1","0","0","0","2","0","0","0",""
"... 8844","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8845","0","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8846","1","0","1","0","0","0","1","0","2","0","3","0","0","0",""
"... 8847","0","0","2","0","0","0","0","0","0","0","1","0","0","0",""
"... 8849","0","0","1","0","2","0","0","0","0","0","0","0","1","0",""
"... 8852","3","0","8","0","5","0","3","0","4","0","2","0","4","0",""
"... 8853","7","0","6","0","6","0","2","0","0","0","4","0","3","0",""
"... 8854","10","0","5","0","3","0","2","0","5","0","7","0","5","0",""
"... 8855","0","0","2","0","1","0","3","0","1","0","1","0","1","0",""
"... 8856","1","0","3","0","1","0","0","0","1","0","0","0","0","0",""
"... 8858","0","0","0","0","1","0","0","0","1","0","0","0","0","0",""
"... 8862","2","0","2","0","0","0","1","0","1","0","1","0","0","0",""
"... 8863","2","0","1","0","3","0","2","0","2","0","1","0","1","0",""
"... 8864","4","0","9","0","5","0","3","0","6","0","3","0","1","0",""
"... 8865","6","0","3","0","5","0","3","0","3","0","6","0","5","0",""
"... 8866","1","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8867","1","0","1","0","0","0","2","0","1","0","2","0","4","0",""
"... 8868","0","0","1","0","1","0","0","0","1","0","1","0","1","0",""
"... 8872","2","0","1","0","1","0","1","0","0","0","2","0","1","0",""
"... 8873","1","0","0","0","0","0","0","0","2","0","1","0","1","0",""
"... 8877","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8880","6","0","3","0","4","0","0","0","2","0","2","0","4","0",""
"... 8881","0","0","0","0","0","0","1","0","0","0","1","0","1","0",""
"... 8882","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 8885","1","0","0","0","0","0","0","0","0","0","1","0","0","0",""
"... 8887","2","0","2","0","2","0","3","0","3","0","1","0","3","0",""
"... 8889","0","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8890","1","0","4","0","1","0","1","0","3","0","3","0","1","0",""
"... 8892","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8895","0","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8897","0","0","0","0","0","0","0","0","1","0","0","0","1","0",""
"... 8898","1","0","2","0","1","0","0","0","2","0","0","0","0","0",""
"... 8902","471","0.007","463","0.007","450","0.007","484","0.007","472","0.007","479","0.007","468","0.007",""
"... 8903","194","0.003","194","0.003","212","0.003","200","0.003","206","0.003","207","0.003","207","0.003",""
"... 8904","25","0","30","0","27","0","31","0","29","0","29","0","42","0.001",""
"... 8905","2","0","3","0","2","0","3","0","5","0","3","0","4","0",""
"... 8906","178","0.003","155","0.002","170","0.003","142","0.002","144","0.002","151","0.002","144","0.002",""
"... 8907","90","0.001","110","0.002","102","0.002","94","0.001","114","0.002","120","0.002","84","0.001",""
"... 8908","114","0.002","132","0.002","114","0.002","121","0.002","124","0.002","109","0.002","121","0.002",""
"... 8909","51","0.001","52","0.001","42","0.001","55","0.001","50","0.001","52","0.001","44","0.001",""
"... 8910","535","0.008","556","0.008","487","0.007","474","0.007","484","0.007","484","0.007","526","0.008",""
"... 8911","29","0","34","0.001","26","0","32","0","20","0","17","0","21","0",""
"... 8912","223","0.003","231","0.003","246","0.004","212","0.003","247","0.004","199","0.003","210","0.003",""
"... 8913","77","0.001","80","0.001","91","0.001","92","0.001","84","0.001","83","0.001","79","0.001",""
"... 8914","37","0.001","34","0.001","36","0.001","42","0.001","41","0.001","53","0.001","41","0.001",""
"... 8915","89","0.001","76","0.001","73","0.001","80","0.001","83","0.001","86","0.001","90","0.001",""
"... 8916","9","0","5","0","3","0","2","0","6","0","3","0","5","0",""
"... 8917","6","0","6","0","4","0","1","0","1","0","1","0","4","0",""
"... 8918","2","0","0","0","0","0","4","0","2","0","1","0","3","0",""
"... 8919","0","0","0","0","2","0","0","0","2","0","1","0","1","0",""
"... 8925","15","0","17","0","32","0","23","0","29","0","19","0","20","0",""
"... 8926","25","0","33","0","33","0","35","0.001","27","0","28","0","30","0",""
"... 8932","139","0.002","149","0.002","162","0.002","149","0.002","162","0.002","166","0.002","160","0.002",""
"... 8933","22","0","22","0","23","0","23","0","26","0","25","0","26","0",""
"... 8934","66","0.001","60","0.001","79","0.001","65","0.001","50","0.001","66","0.001","51","0.001",""
"... 8942","121","0.002","133","0.002","109","0.002","109","0.002","117","0.002","116","0.002","135","0.002",""
"... 8951","206","0.003","195","0.003","183","0.003","181","0.003","203","0.003","216","0.003","187","0.003",""
"... 8952","1032","0.015","1032","0.015","1029","0.015","1012","0.015","1093","0.016","1093","0.016","1090","0.016",""
"... 8953","1792","0.027","1753","0.026","1766","0.026","1695","0.025","1740","0.026","1677","0.025","1702","0.025",""
"... 8954","162","0.002","158","0.002","174","0.003","156","0.002","166","0.002","162","0.002","177","0.003",""
"... 8955","63","0.001","68","0.001","82","0.001","66","0.001","67","0.001","74","0.001","71","0.001",""
"... 8956","3","0","2","0","3","0","4","0","2","0","5","0","3","0",""
"... 8957","41","0.001","41","0.001","49","0.001","48","0.001","43","0.001","35","0.001","37","0.001",""
"... 8962","8","0","6","0","7","0","3","0","6","0","7","0","11","0",""
"... 8964","20","0","19","0","13","0","13","0","16","0","11","0","12","0",""
"... 8965","11","0","4","0","9","0","12","0","6","0","9","0","12","0",""
"... 8966","5","0","2","0","4","0","4","0","4","0","2","0","2","0",""
"... 8967","5","0","4","0","8","0","4","0","8","0","5","0","4","0",""
