"Variable","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","Test"
"... 8265","0","0","0","0","0","0","0","0","1","0","1","0","2","0",""
"... 8266","2","0","1","0","3","0","2","0","4","0","4","0","5","0",""
"... 8267","1","0","0","0","0","0","2","0","0","0","0","0","0","0",""
"... 8269","0","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8272","1","0","2","0","2","0","2","0","2","0","3","0","4","0",""
"... 8274","2","0","2","0","0","0","2","0","1","0","2","0","1","0",""
"... 8280","15","0","15","0","12","0","6","0","6","0","8","0","8","0",""
"... 8301","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8302","1112","0.017","1113","0.017","1104","0.016","1151","0.017","1153","0.017","1090","0.016","1116","0.017",""
"... 8303","507","0.008","507","0.008","454","0.007","442","0.007","472","0.007","497","0.007","533","0.008",""
"... 8304","665","0.01","629","0.009","715","0.011","631","0.009","649","0.01","638","0.01","651","0.01",""
"... 8305","383","0.006","322","0.005","329","0.005","352","0.005","333","0.005","338","0.005","351","0.005",""
"... 8306","237","0.004","238","0.004","250","0.004","231","0.003","228","0.003","244","0.004","245","0.004",""
"... 8307","664","0.01","688","0.01","689","0.01","703","0.01","685","0.01","655","0.01","692","0.01",""
"... 8308","164","0.002","147","0.002","153","0.002","162","0.002","179","0.003","172","0.003","155","0.002",""
"... 8309","147","0.002","189","0.003","181","0.003","142","0.002","178","0.003","157","0.002","168","0.003",""
"... 8310","58","0.001","79","0.001","56","0.001","53","0.001","67","0.001","70","0.001","72","0.001",""
"... 8311","52","0.001","47","0.001","38","0.001","42","0.001","47","0.001","38","0.001","51","0.001",""
"... 8312","27","0","25","0","29","0","32","0","28","0","25","0","32","0",""
"... 8314","8","0","13","0","12","0","6","0","7","0","8","0","8","0",""
"... 8315","17","0","32","0","20","0","23","0","23","0","26","0","14","0",""
"... 8317","83","0.001","85","0.001","101","0.002","90","0.001","104","0.002","102","0.002","80","0.001",""
"... 8320","254","0.004","278","0.004","265","0.004","242","0.004","253","0.004","228","0.003","264","0.004",""
"... 8322","23","0","27","0","19","0","20","0","19","0","13","0","17","0",""
"... 8330","523","0.008","492","0.007","471","0.007","494","0.007","509","0.008","464","0.007","472","0.007",""
"... 8331","23","0","20","0","21","0","17","0","26","0","17","0","19","0",""
"... 8332","120","0.002","117","0.002","106","0.002","120","0.002","127","0.002","108","0.002","130","0.002",""
"... 8335","133","0.002","129","0.002","110","0.002","121","0.002","127","0.002","104","0.002","117","0.002",""
"... 8340","454","0.007","451","0.007","448","0.007","456","0.007","435","0.006","472","0.007","458","0.007",""
"... 8342","26","0","26","0","29","0","13","0","26","0","24","0","29","0",""
"... 8344","138","0.002","174","0.003","171","0.003","167","0.002","164","0.002","163","0.002","137","0.002",""
"... 8345","38","0.001","40","0.001","52","0.001","44","0.001","32","0","59","0.001","42","0.001",""
"... 8352","151","0.002","151","0.002","144","0.002","145","0.002","153","0.002","165","0.002","156","0.002",""
"... 8353","175","0.003","187","0.003","200","0.003","184","0.003","168","0.002","197","0.003","193","0.003",""
"... 8354","22","0","20","0","18","0","25","0","20","0","22","0","22","0",""
"... 8355","24","0","18","0","26","0","20","0","25","0","23","0","11","0",""
"... 8356","1","0","0","0","0","0","1","0","1","0","0","0","2","0",""
"... 8357","2","0","2","0","3","0","3","0","3","0","4","0","3","0",""
"... 8360","6","0","11","0","7","0","12","0","10","0","10","0","17","0",""
"... 8361","0","0","1","0","0","0","1","0","0","0","0","0","0","0",""
"... 8362","5","0","6","0","3","0","4","0","4","0","1","0","2","0",""
"... 8363","5","0","6","0","5","0","7","0","2","0","4","0","3","0",""
"... 8370","4","0","8","0","4","0","4","0","7","0","3","0","3","0",""
"... 8372","1","0","0","0","2","0","1","0","1","0","0","0","0","0",""
"... 8374","4","0","1","0","3","0","2","0","8","0","3","0","3","0",""
"... 8376","1","0","1","0","1","0","1","0","2","0","0","0","1","0",""
"... 8400","1962","0.029","2116","0.031","2005","0.03","2011","0.03","2083","0.031","1976","0.03","2087","0.031",""
"... 8402","0","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8403","66","0.001","78","0.001","67","0.001","50","0.001","47","0.001","51","0.001","51","0.001",""
"... 8404","1162","0.017","1172","0.017","1173","0.018","1167","0.017","1165","0.017","1166","0.017","1127","0.017",""
"... 8405","966","0.014","927","0.014","995","0.015","1010","0.015","938","0.014","1012","0.015","954","0.014",""
"... 8406","844","0.013","844","0.013","879","0.013","861","0.013","825","0.012","872","0.013","864","0.013",""
"... 8408","992","0.015","1044","0.015","942","0.014","997","0.015","923","0.014","982","0.015","941","0.014",""
"... 8409","170","0.003","180","0.003","173","0.003","194","0.003","190","0.003","179","0.003","179","0.003",""
"... 8411","0","0","1","0","0","0","0","0","0","0","1","0","0","0",""
"... 8412","40","0.001","37","0.001","40","0.001","45","0.001","37","0.001","29","0","35","0.001",""
"... 8413","143","0.002","149","0.002","157","0.002","161","0.002","145","0.002","154","0.002","148","0.002",""
"... 8414","32","0","27","0","30","0","32","0","34","0.001","29","0","21","0",""
"... 8415","12","0","13","0","10","0","11","0","11","0","9","0","11","0",""
"... 8416","54","0.001","56","0.001","60","0.001","35","0.001","60","0.001","48","0.001","51","0.001",""
"... 8418","40","0.001","39","0.001","33","0","20","0","29","0","26","0","36","0.001",""
"... 8421","10","0","20","0","16","0","20","0","24","0","18","0","26","0",""
"... 8422","167","0.003","184","0.003","160","0.002","187","0.003","219","0.003","178","0.003","190","0.003",""
"... 8424","481","0.007","504","0.007","506","0.008","494","0.007","475","0.007","461","0.007","533","0.008",""
"... 8425","40","0.001","28","0","25","0","25","0","35","0.001","34","0.001","45","0.001",""
"... 8426","67","0.001","66","0.001","71","0.001","69","0.001","61","0.001","67","0.001","64","0.001",""
"... 8427","223","0.003","235","0.003","233","0.003","212","0.003","234","0.003","217","0.003","214","0.003",""
"... 8428","17","0","9","0","17","0","12","0","21","0","11","0","22","0",""
"... 8442","102","0.002","109","0.002","100","0.001","86","0.001","115","0.002","98","0.001","92","0.001",""
"... 8444","69","0.001","84","0.001","68","0.001","76","0.001","73","0.001","77","0.001","63","0.001",""
"... 8447","45","0.001","57","0.001","53","0.001","33","0","65","0.001","42","0.001","60","0.001",""
"... 8450","60","0.001","66","0.001","63","0.001","59","0.001","59","0.001","76","0.001","82","0.001",""
"... 8451","54","0.001","55","0.001","56","0.001","63","0.001","50","0.001","53","0.001","49","0.001",""
"... 8452","20","0","18","0","22","0","20","0","23","0","22","0","16","0",""
"... 8453","6","0","4","0","8","0","4","0","1","0","2","0","4","0",""
"... 8454","2","0","0","0","2","0","0","0","0","0","1","0","0","0",""
"... 8455","0","0","1","0","0","0","0","0","2","0","1","0","1","0",""
"... 8457","7","0","12","0","12","0","5","0","12","0","8","0","8","0",""
"... 8458","19","0","14","0","22","0","19","0","17","0","12","0","16","0",""
"... 8459","11","0","14","0","10","0","8","0","11","0","16","0","13","0",""
"... 8460","57","0.001","67","0.001","60","0.001","67","0.001","68","0.001","50","0.001","64","0.001",""
"... 8461","8","0","19","0","8","0","6","0","13","0","14","0","19","0",""
"... 8462","37","0.001","52","0.001","44","0.001","56","0.001","43","0.001","48","0.001","45","0.001",""
"... 8463","28","0","31","0","30","0","24","0","23","0","24","0","22","0",""
"... 8464","0","0","1","0","0","0","2","0","2","0","2","0","1","0",""
"... 8465","8","0","15","0","13","0","7","0","17","0","11","0","19","0",""
"... 8466","15","0","28","0","12","0","22","0","19","0","26","0","21","0",""
"... 8467","19","0","15","0","13","0","13","0","10","0","18","0","18","0",""
"... 8468","20","0","15","0","23","0","30","0","20","0","13","0","19","0",""
"... 8471","33","0","28","0","32","0","29","0","30","0","31","0","38","0.001",""
"... 8472","245","0.004","246","0.004","232","0.003","224","0.003","245","0.004","239","0.004","255","0.004",""
"... 8474","39","0.001","51","0.001","55","0.001","50","0.001","62","0.001","49","0.001","44","0.001",""
"... 8475","83","0.001","61","0.001","72","0.001","58","0.001","68","0.001","90","0.001","76","0.001",""
"... 8476","25","0","38","0.001","31","0","37","0.001","31","0","38","0.001","26","0",""
"... 8477","36","0.001","42","0.001","38","0.001","42","0.001","29","0","38","0.001","35","0.001",""
"... 8478","33","0","38","0.001","25","0","36","0.001","41","0.001","40","0.001","32","0",""
"... 8479","22","0","28","0","29","0","23","0","27","0","19","0","22","0",""
"... 8482","127","0.002","122","0.002","111","0.002","121","0.002","130","0.002","124","0.002","106","0.002",""
"... 8483","131","0.002","141","0.002","152","0.002","145","0.002","151","0.002","133","0.002","133","0.002",""
"... 8484","127","0.002","100","0.001","136","0.002","121","0.002","126","0.002","130","0.002","125","0.002",""
"... 8486","103","0.002","128","0.002","103","0.002","99","0.001","105","0.002","109","0.002","101","0.002",""
"... 8487","70","0.001","76","0.001","91","0.001","90","0.001","96","0.001","88","0.001","84","0.001",""
"... 8488","260","0.004","238","0.004","266","0.004","262","0.004","246","0.004","254","0.004","290","0.004",""
"... 8489","27","0","37","0.001","19","0","37","0.001","29","0","33","0","26","0",""
"... 8492","106","0.002","95","0.001","110","0.002","94","0.001","96","0.001","106","0.002","110","0.002",""
"... 8493","83","0.001","61","0.001","79","0.001","62","0.001","69","0.001","73","0.001","68","0.001",""
"... 8494","155","0.002","115","0.002","120","0.002","127","0.002","132","0.002","150","0.002","154","0.002",""
"... 8495","5","0","4","0","6","0","7","0","9","0","11","0","9","0",""
"... 8496","54","0.001","39","0.001","47","0.001","48","0.001","38","0.001","36","0.001","45","0.001",""
"... 8497","44","0.001","36","0.001","47","0.001","48","0.001","40","0.001","34","0.001","49","0.001",""
"... 8498","37","0.001","47","0.001","42","0.001","42","0.001","48","0.001","40","0.001","49","0.001",""
"... 8499","7","0","10","0","10","0","15","0","9","0","14","0","11","0",""
"... 8500","29","0","35","0.001","36","0.001","52","0.001","43","0.001","46","0.001","33","0",""
"... 8505","1","0","0","0","4","0","0","0","4","0","1","0","2","0",""
"... 8506","1","0","2","0","0","0","0","0","1","0","3","0","1","0",""
"... 8507","1","0","2","0","1","0","2","0","0","0","0","0","0","0",""
"... 8508","1","0","0","0","0","0","0","0","0","0","1","0","0","0",""
"... 8512","1","0","2","0","0","0","2","0","3","0","0","0","1","0",""
"... 8514","1","0","0","0","1","0","1","0","0","0","0","0","0","0",""
"... 8522","1","0","1","0","2","0","2","0","2","0","0","0","3","0",""
"... 8523","46","0.001","40","0.001","43","0.001","39","0.001","47","0.001","43","0.001","60","0.001",""
"... 8524","7","0","2","0","0","0","4","0","3","0","2","0","2","0",""
"... 8525","1","0","0","0","1","0","0","0","2","0","0","0","1","0",""
"... 8526","2","0","2","0","2","0","2","0","1","0","0","0","3","0",""
"... 8532","2","0","1","0","2","0","3","0","1","0","4","0","4","0",""
"... 8535","2","0","0","0","1","0","1","0","3","0","0","0","1","0",""
"... 8536","0","0","0","0","0","0","0","0","0","0","2","0","0","0",""
"... 8537","0","0","2","0","3","0","2","0","2","0","1","0","2","0",""
"... 8542","141","0.002","138","0.002","122","0.002","153","0.002","136","0.002","159","0.002","122","0.002",""
"... 8543","26","0","39","0.001","28","0","26","0","28","0","29","0","34","0.001",""
"... 8544","18","0","17","0","14","0","17","0","18","0","17","0","28","0",""
"... 8545","126","0.002","116","0.002","129","0.002","118","0.002","128","0.002","108","0.002","86","0.001",""
"... 8546","16","0","7","0","8","0","10","0","17","0","11","0","6","0",""
"... 8547","2","0","4","0","6","0","2","0","5","0","4","0","6","0",""
"... 8548","31","0","36","0.001","27","0","18","0","32","0","27","0","33","0",""
"... 8552","4","0","3","0","1","0","2","0","4","0","4","0","5","0",""
"... 8553","0","0","0","0","0","0","0","0","0","0","1","0","1","0",""
"... 8554","0","0","0","0","1","0","0","0","1","0","2","0","0","0",""
"... 8555","2","0","0","0","2","0","6","0","3","0","3","0","6","0",""
"... 8556","1","0","4","0","4","0","1","0","0","0","2","0","1","0",""
"... 8558","1","0","1","0","0","0","0","0","0","0","0","0","1","0",""
"... 8560","0","0","1","0","0","0","1","0","2","0","0","0","1","0",""
"... 8561","0","0","0","0","0","0","0","0","1","0","1","0","0","0",""
"... 8564","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8566","0","0","0","0","0","0","0","0","0","0","1","0","0","0",""
"... 8570","10","0","10","0","6","0","6","0","6","0","7","0","14","0",""
"... 8572","0","0","2","0","1","0","0","0","1","0","1","0","3","0",""
"... 8573","2","0","1","0","1","0","0","0","0","0","0","0","1","0",""
"... 8574","0","0","0","0","0","0","0","0","2","0","0","0","1","0",""
"... 8575","1","0","5","0","2","0","1","0","3","0","2","0","2","0",""
"... 8577","1","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8580","4","0","1","0","1","0","12","0","4","0","7","0","12","0",""
"... 8582","0","0","0","0","0","0","1","0","0","0","0","0","1","0",""
"... 8583","0","0","3","0","3","0","2","0","0","0","4","0","1","0",""
"... 8585","0","0","2","0","1","0","1","0","0","0","2","0","0","0",""
"... 8586","1","0","0","0","0","0","1","0","1","0","2","0","1","0",""
"... 8587","0","0","0","0","2","0","1","0","2","0","0","0","1","0",""
"... 8588","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 8589","0","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8590","7","0","3","0","2","0","1","0","1","0","5","0","1","0",""
"... 8592","0","0","0","0","1","0","1","0","1","0","1","0","1","0",""
"... 8595","1","0","1","0","0","0","0","0","1","0","0","0","1","0",""
"... 8596","0","0","1","0","0","0","0","0","0","0","0","0","1","0",""
"... 8597","0","0","0","0","1","0","0","0","2","0","0","0","1","0",""
"... 8598","0","0","2","0","0","0","3","0","0","0","1","0","1","0",""
"... 8600","1121","0.017","1126","0.017","1102","0.016","1142","0.017","1106","0.016","1115","0.017","1030","0.015",""
"... 8602","61","0.001","62","0.001","92","0.001","75","0.001","85","0.001","73","0.001","69","0.001",""
"... 8603","208","0.003","222","0.003","229","0.003","224","0.003","253","0.004","212","0.003","219","0.003",""
"... 8604","937","0.014","870","0.013","873","0.013","866","0.013","852","0.013","931","0.014","864","0.013",""
"... 8605","49","0.001","49","0.001","48","0.001","43","0.001","43","0.001","42","0.001","34","0.001",""
"... 8606","282","0.004","282","0.004","294","0.004","278","0.004","325","0.005","274","0.004","221","0.003",""
"... 8607","44","0.001","44","0.001","34","0.001","49","0.001","56","0.001","61","0.001","50","0.001",""
"... 8608","137","0.002","118","0.002","110","0.002","135","0.002","124","0.002","111","0.002","128","0.002",""
"... 8610","1217","0.018","1220","0.018","1246","0.019","1269","0.019","1320","0.02","1260","0.019","1293","0.019",""
"... 8614","45","0.001","38","0.001","49","0.001","37","0.001","38","0.001","42","0.001","64","0.001",""
"... 8615","33","0","29","0","20","0","29","0","33","0","29","0","25","0",""
"... 8616","50","0.001","42","0.001","42","0.001","39","0.001","46","0.001","34","0.001","38","0.001",""
"... 8617","146","0.002","183","0.003","156","0.002","176","0.003","134","0.002","167","0.003","151","0.002",""
"... 8618","221","0.003","205","0.003","224","0.003","246","0.004","224","0.003","254","0.004","222","0.003",""
"... 8620","899","0.013","869","0.013","852","0.013","891","0.013","888","0.013","878","0.013","827","0.012",""
"... 8621","0","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8622","8","0","4","0","9","0","9","0","4","0","8","0","5","0",""
"... 8623","399","0.006","440","0.007","392","0.006","426","0.006","390","0.006","409","0.006","399","0.006",""
"... 8624","79","0.001","88","0.001","76","0.001","90","0.001","91","0.001","71","0.001","108","0.002",""
"... 8625","228","0.003","232","0.003","234","0.003","227","0.003","260","0.004","229","0.003","264","0.004",""
"... 8626","36","0.001","38","0.001","36","0.001","43","0.001","31","0","37","0.001","34","0.001",""
"... 8627","145","0.002","143","0.002","145","0.002","124","0.002","140","0.002","161","0.002","127","0.002",""
"... 8630","625","0.009","570","0.008","671","0.01","618","0.009","628","0.009","629","0.009","634","0.009",""
"... 8632","187","0.003","162","0.002","170","0.003","181","0.003","206","0.003","184","0.003","177","0.003",""
"... 8633","135","0.002","135","0.002","134","0.002","136","0.002","115","0.002","117","0.002","102","0.002",""
"... 8634","390","0.006","356","0.005","362","0.005","370","0.006","387","0.006","354","0.005","385","0.006",""
"... 8635","132","0.002","118","0.002","129","0.002","128","0.002","112","0.002","123","0.002","152","0.002",""
"... 8636","430","0.006","415","0.006","440","0.007","424","0.006","422","0.006","425","0.006","441","0.007",""
"... 8637","95","0.001","93","0.001","95","0.001","100","0.001","131","0.002","115","0.002","94","0.001",""
"... 8638","5","0","4","0","4","0","3","0","1","0","1","0","3","0",""
"... 8640","14","0","15","0","25","0","16","0","20","0","21","0","15","0",""
"... 8645","15","0","23","0","33","0","34","0.001","21","0","29","0","27","0",""
"... 8646","2","0","2","0","2","0","3","0","2","0","2","0","3","0",""
"... 8698","0","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8700","331","0.005","318","0.005","329","0.005","345","0.005","321","0.005","322","0.005","300","0.004",""
"... 8702","152","0.002","168","0.002","151","0.002","135","0.002","174","0.003","131","0.002","150","0.002",""
"... 8703","98","0.001","117","0.002","121","0.002","110","0.002","125","0.002","122","0.002","119","0.002",""
"... 8704","112","0.002","133","0.002","137","0.002","130","0.002","137","0.002","144","0.002","122","0.002",""
"... 8706","372","0.006","376","0.006","351","0.005","378","0.006","378","0.006","317","0.005","343","0.005",""
"... 8707","172","0.003","180","0.003","183","0.003","172","0.003","183","0.003","209","0.003","198","0.003",""
"... 8708","324","0.005","343","0.005","308","0.005","317","0.005","311","0.005","292","0.004","335","0.005",""
"... 8712","368","0.006","387","0.006","357","0.005","374","0.006","378","0.006","377","0.006","411","0.006",""
"... 8713","100","0.002","92","0.001","96","0.001","95","0.001","126","0.002","112","0.002","99","0.001",""
"... 8714","15","0","12","0","14","0","15","0","13","0","18","0","15","0",""
"... 8715","1","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8716","5","0","3","0","4","0","2","0","7","0","6","0","1","0",""
"... 8717","1","0","0","0","1","0","1","0","2","0","0","0","2","0",""
"... 8718","0","0","2","0","4","0","4","0","2","0","1","0","2","0",""
"... 8721","0","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8722","6","0","3","0","5","0","4","0","7","0","5","0","6","0",""
"... 8723","1","0","1","0","2","0","1","0","2","0","0","0","3","0",""
"... 8725","0","0","0","0","1","0","1","0","1","0","1","0","0","0",""
"... 8727","1","0","0","0","0","0","2","0","0","0","0","0","3","0",""
"... 8730","8","0","9","0","2","0","15","0","8","0","2","0","11","0",""
"... 8732","1","0","2","0","0","0","4","0","4","0","0","0","2","0",""
"... 8733","8","0","11","0","13","0","13","0","5","0","11","0","6","0",""
"... 8734","2","0","1","0","6","0","5","0","4","0","3","0","2","0",""
"... 8735","3","0","5","0","3","0","1","0","10","0","2","0","3","0",""
"... 8737","0","0","3","0","4","0","1","0","2","0","4","0","6","0",""
"... 8738","2","0","0","0","2","0","1","0","0","0","1","0","0","0",""
"... 8739","0","0","1","0","0","0","0","0","0","0","0","0","2","0",""
"... 8741","0","0","2","0","0","0","0","0","0","0","0","0","0","0",""
"... 8750","3","0","1","0","3","0","5","0","6","0","2","0","2","0",""
"... 8752","1","0","2","0","0","0","2","0","3","0","1","0","3","0",""
"... 8753","3","0","4","0","4","0","7","0","1","0","4","0","6","0",""
"... 8754","3","0","1","0","1","0","1","0","0","0","0","0","0","0",""
"... 8755","1","0","0","0","0","0","0","0","2","0","3","0","3","0",""
"... 8756","0","0","2","0","1","0","1","0","4","0","2","0","1","0",""
"... 8757","2","0","1","0","0","0","0","0","1","0","0","0","0","0",""
"... 8758","0","0","0","0","0","0","0","0","2","0","0","0","2","0",""
"... 8762","1","0","1","0","2","0","0","0","0","0","2","0","2","0",""
"... 8765","0","0","0","0","1","0","0","0","1","0","0","0","0","0",""
"... 8766","0","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8767","0","0","0","0","0","0","0","0","0","0","0","0","1","0",""
"... 8772","1","0","0","0","1","0","1","0","0","0","0","0","2","0",""
"... 8773","2","0","1","0","2","0","0","0","0","0","1","0","0","0",""
"... 8774","0","0","0","0","0","0","1","0","0","0","1","0","1","0",""
"... 8775","0","0","0","0","0","0","0","0","1","0","1","0","1","0",""
"... 8777","0","0","1","0","1","0","0","0","1","0","0","0","1","0",""
"... 8782","1","0","1","0","2","0","0","0","1","0","0","0","2","0",""
"... 8783","0","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 8800","433","0.006","384","0.006","423","0.006","391","0.006","438","0.006","391","0.006","414","0.006",""
"... 8802","146","0.002","162","0.002","164","0.002","149","0.002","169","0.003","175","0.003","152","0.002",""
"... 8803","107","0.002","101","0.001","104","0.002","116","0.002","116","0.002","113","0.002","96","0.001",""
"... 8804","228","0.003","207","0.003","230","0.003","224","0.003","230","0.003","237","0.004","259","0.004",""
"... 8805","344","0.005","344","0.005","364","0.005","367","0.005","349","0.005","372","0.006","391","0.006",""
"... 8806","1","0","2","0","3","0","2","0","2","0","2","0","0","0",""
"... 8807","4","0","6","0","3","0","5","0","4","0","2","0","2","0",""
"... 8808","4","0","4","0","4","0","5","0","3","0","8","0","4","0",""
"... 8810","704","0.011","763","0.011","763","0.011","682","0.01","732","0.011","734","0.011","744","0.011",""
"... 8815","5","0","15","0","14","0","16","0","12","0","6","0","15","0",""
"... 8816","68","0.001","62","0.001","53","0.001","57","0.001","48","0.001","54","0.001","73","0.001",""
"... 8820","630","0.009","620","0.009","590","0.009","602","0.009","571","0.008","607","0.009","565","0.008",""
"... 8824","46","0.001","66","0.001","48","0.001","64","0.001","51","0.001","54","0.001","54","0.001",""
"... 8825","45","0.001","37","0.001","26","0","27","0","36","0.001","36","0.001","39","0.001",""
"... 8832","10","0","9","0","7","0","4","0","5","0","8","0","14","0",""
"... 8833","100","0.002","117","0.002","95","0.001","111","0.002","117","0.002","111","0.002","106","0.002",""
"... 8834","3","0","2","0","1","0","2","0","4","0","2","0","1","0",""
"... 8835","0","0","1","0","1","0","0","0","1","0","0","0","0","0",""
"... 8836","0","0","1","0","2","0","0","0","0","0","0","0","1","0",""
"... 8840","4","0","4","0","11","0","7","0","4","0","7","0","13","0",""
"... 8841","2","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8842","2","0","3","0","0","0","2","0","1","0","1","0","2","0",""
"... 8843","0","0","1","0","1","0","0","0","0","0","0","0","1","0",""
"... 8844","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8845","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8846","2","0","0","0","1","0","0","0","1","0","3","0","1","0",""
"... 8847","0","0","0","0","2","0","0","0","0","0","1","0","0","0",""
"... 8849","1","0","0","0","1","0","0","0","0","0","1","0","1","0",""
"... 8852","6","0","4","0","8","0","2","0","4","0","3","0","2","0",""
"... 8853","7","0","1","0","6","0","2","0","6","0","5","0","1","0",""
"... 8854","6","0","4","0","1","0","9","0","9","0","5","0","3","0",""
"... 8855","0","0","1","0","2","0","2","0","3","0","0","0","1","0",""
"... 8856","0","0","1","0","0","0","2","0","2","0","0","0","1","0",""
"... 8858","1","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8862","1","0","3","0","0","0","0","0","3","0","0","0","0","0",""
"... 8863","1","0","4","0","3","0","0","0","1","0","2","0","1","0",""
"... 8864","5","0","4","0","4","0","4","0","6","0","8","0","0","0",""
"... 8865","3","0","4","0","6","0","7","0","4","0","4","0","3","0",""
"... 8866","1","0","0","0","0","0","0","0","1","0","0","0","0","0",""
"... 8867","4","0","3","0","1","0","0","0","0","0","2","0","1","0",""
"... 8868","1","0","1","0","1","0","1","0","1","0","0","0","0","0",""
"... 8872","2","0","3","0","0","0","2","0","0","0","1","0","0","0",""
"... 8873","1","0","0","0","2","0","0","0","0","0","0","0","2","0",""
"... 8877","0","0","0","0","0","0","1","0","0","0","0","0","0","0",""
"... 8880","3","0","2","0","2","0","2","0","2","0","5","0","5","0",""
"... 8881","0","0","0","0","1","0","0","0","1","0","1","0","0","0",""
"... 8882","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"... 8885","1","0","0","0","0","0","0","0","0","0","1","0","0","0",""
"... 8887","3","0","3","0","1","0","4","0","0","0","3","0","2","0",""
"... 8889","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8890","2","0","1","0","1","0","1","0","4","0","4","0","1","0",""
"... 8892","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8895","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"... 8897","1","0","1","0","0","0","0","0","0","0","0","0","0","0",""
"... 8898","1","0","1","0","0","0","3","0","0","0","1","0","0","0",""
"... 8902","457","0.007","458","0.007","471","0.007","500","0.007","480","0.007","472","0.007","449","0.007",""
"... 8903","189","0.003","207","0.003","205","0.003","220","0.003","214","0.003","189","0.003","196","0.003",""
"... 8904","33","0","36","0.001","36","0.001","21","0","29","0","26","0","32","0",""
"... 8905","3","0","2","0","1","0","3","0","9","0","2","0","2","0",""
"... 8906","178","0.003","157","0.002","136","0.002","136","0.002","156","0.002","156","0.002","165","0.002",""
"... 8907","80","0.001","104","0.002","125","0.002","88","0.001","95","0.001","123","0.002","99","0.001",""
"... 8908","126","0.002","115","0.002","113","0.002","121","0.002","108","0.002","113","0.002","139","0.002",""
"... 8909","46","0.001","42","0.001","57","0.001","42","0.001","55","0.001","58","0.001","46","0.001",""
"... 8910","520","0.008","478","0.007","497","0.007","479","0.007","564","0.008","471","0.007","537","0.008",""
"... 8911","21","0","31","0","28","0","26","0","27","0","19","0","27","0",""
"... 8912","221","0.003","220","0.003","223","0.003","224","0.003","244","0.004","208","0.003","228","0.003",""
"... 8913","90","0.001","82","0.001","80","0.001","78","0.001","85","0.001","90","0.001","81","0.001",""
"... 8914","48","0.001","42","0.001","27","0","35","0.001","47","0.001","39","0.001","46","0.001",""
"... 8915","74","0.001","92","0.001","82","0.001","83","0.001","76","0.001","91","0.001","79","0.001",""
"... 8916","8","0","5","0","2","0","6","0","4","0","5","0","3","0",""
"... 8917","1","0","1","0","4","0","8","0","5","0","0","0","4","0",""
"... 8918","3","0","1","0","2","0","4","0","1","0","0","0","1","0",""
"... 8919","0","0","1","0","0","0","1","0","1","0","2","0","1","0",""
"... 8925","16","0","22","0","23","0","28","0","21","0","22","0","23","0",""
"... 8926","25","0","25","0","33","0","42","0.001","34","0.001","26","0","26","0",""
"... 8932","161","0.002","170","0.003","134","0.002","175","0.003","151","0.002","141","0.002","155","0.002",""
"... 8933","19","0","30","0","19","0","33","0","20","0","21","0","25","0",""
"... 8934","73","0.001","61","0.001","56","0.001","44","0.001","72","0.001","61","0.001","70","0.001",""
"... 8942","120","0.002","120","0.002","115","0.002","136","0.002","123","0.002","114","0.002","112","0.002",""
"... 8951","194","0.003","208","0.003","205","0.003","182","0.003","201","0.003","178","0.003","203","0.003",""
"... 8952","1077","0.016","1005","0.015","1150","0.017","1031","0.015","1013","0.015","1101","0.017","1004","0.015",""
"... 8953","1717","0.026","1783","0.026","1704","0.025","1738","0.026","1712","0.025","1701","0.026","1770","0.026",""
"... 8954","160","0.002","198","0.003","145","0.002","151","0.002","162","0.002","169","0.003","170","0.003",""
"... 8955","67","0.001","83","0.001","68","0.001","75","0.001","66","0.001","62","0.001","70","0.001",""
"... 8956","5","0","3","0","1","0","1","0","5","0","4","0","3","0",""
"... 8957","44","0.001","43","0.001","37","0.001","43","0.001","46","0.001","46","0.001","35","0.001",""
"... 8962","10","0","5","0","8","0","7","0","3","0","10","0","5","0",""
"... 8964","18","0","14","0","12","0","10","0","17","0","17","0","16","0",""
"... 8965","7","0","8","0","8","0","7","0","7","0","9","0","17","0",""
