"Variable","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","Test"
"... 9433","0","0","0","0","1","0","0","0","0","0","0","0","0","0",""
"birthyear","","","","","","","","","","","","","","","X2=614.046"
"... 1908","0","0","1","0","0","0","0","0","1","0","0","0","0","0",""
"... 1912","0","0","0","0","0","0","1","0","0","0","0","0","1","0",""
"... 1913","0","0","0","0","0","0","2","0","0","0","0","0","0","0",""
"... 1914","0","0","1","0","1","0","0","0","0","0","1","0","3","0",""
"... 1915","0","0","0","0","0","0","0","0","2","0","0","0","1","0",""
"... 1916","1","0","1","0","1","0","0","0","2","0","1","0","1","0",""
"... 1917","2","0","2","0","4","0","2","0","2","0","4","0","1","0",""
"... 1918","11","0","1","0","4","0","4","0","4","0","6","0","7","0",""
"... 1919","5","0","6","0","6","0","1","0","7","0","9","0","4","0",""
"... 1920","9","0","14","0","14","0","11","0","6","0","9","0","7","0",""
"... 1921","11","0","25","0","21","0","24","0","18","0","19","0","23","0",""
"... 1922","18","0","29","0","30","0","29","0","18","0","24","0","25","0",""
"... 1923","31","0","39","0.001","46","0.001","34","0","34","0","32","0","41","0.001",""
"... 1924","61","0.001","54","0.001","38","0.001","38","0.001","56","0.001","46","0.001","53","0.001",""
"... 1925","65","0.001","73","0.001","67","0.001","50","0.001","64","0.001","65","0.001","70","0.001",""
"... 1926","62","0.001","85","0.001","74","0.001","85","0.001","71","0.001","77","0.001","75","0.001",""
"... 1927","100","0.001","91","0.001","74","0.001","94","0.001","90","0.001","105","0.002","101","0.001",""
"... 1928","111","0.002","127","0.002","114","0.002","127","0.002","112","0.002","117","0.002","114","0.002",""
"... 1929","132","0.002","150","0.002","148","0.002","151","0.002","140","0.002","165","0.002","156","0.002",""
"... 1930","178","0.003","168","0.002","159","0.002","173","0.003","187","0.003","178","0.003","180","0.003",""
"... 1931","174","0.003","195","0.003","180","0.003","179","0.003","195","0.003","191","0.003","197","0.003",""
"... 1932","223","0.003","192","0.003","232","0.003","213","0.003","206","0.003","198","0.003","219","0.003",""
"... 1933","206","0.003","220","0.003","214","0.003","205","0.003","217","0.003","215","0.003","197","0.003",""
"... 1934","252","0.004","221","0.003","219","0.003","252","0.004","232","0.003","219","0.003","234","0.003",""
"... 1935","270","0.004","264","0.004","247","0.004","249","0.004","247","0.004","271","0.004","225","0.003",""
"... 1936","255","0.004","273","0.004","267","0.004","271","0.004","248","0.004","256","0.004","287","0.004",""
"... 1937","288","0.004","284","0.004","287","0.004","265","0.004","265","0.004","254","0.004","241","0.003",""
"... 1938","271","0.004","300","0.004","259","0.004","289","0.004","262","0.004","286","0.004","255","0.004",""
"... 1939","293","0.004","316","0.005","277","0.004","319","0.005","284","0.004","284","0.004","288","0.004",""
"... 1940","272","0.004","292","0.004","296","0.004","275","0.004","269","0.004","259","0.004","291","0.004",""
"... 1941","286","0.004","307","0.004","273","0.004","276","0.004","311","0.004","280","0.004","321","0.005",""
"... 1942","268","0.004","282","0.004","304","0.004","299","0.004","279","0.004","285","0.004","323","0.005",""
"... 1943","318","0.005","318","0.005","331","0.005","336","0.005","287","0.004","291","0.004","326","0.005",""
"... 1944","325","0.005","337","0.005","326","0.005","309","0.005","333","0.005","330","0.005","302","0.004",""
"... 1945","339","0.005","321","0.005","308","0.004","313","0.005","286","0.004","315","0.005","330","0.005",""
"... 1946","326","0.005","342","0.005","298","0.004","314","0.005","305","0.004","336","0.005","318","0.005",""
"... 1947","325","0.005","317","0.005","301","0.004","338","0.005","342","0.005","313","0.005","303","0.004",""
"... 1948","384","0.006","343","0.005","395","0.006","359","0.005","351","0.005","350","0.005","357","0.005",""
"... 1949","347","0.005","374","0.005","326","0.005","389","0.006","363","0.005","389","0.006","406","0.006",""
"... 1950","357","0.005","419","0.006","376","0.005","387","0.006","360","0.005","394","0.006","375","0.005",""
"... 1951","389","0.006","366","0.005","376","0.005","380","0.006","363","0.005","377","0.005","372","0.005",""
"... 1952","362","0.005","396","0.006","399","0.006","379","0.006","407","0.006","401","0.006","416","0.006",""
"... 1953","390","0.006","360","0.005","409","0.006","379","0.006","384","0.006","392","0.006","412","0.006",""
"... 1954","427","0.006","430","0.006","420","0.006","428","0.006","463","0.007","425","0.006","426","0.006",""
"... 1955","435","0.006","441","0.006","435","0.006","482","0.007","445","0.006","471","0.007","457","0.007",""
"... 1956","463","0.007","451","0.007","521","0.008","502","0.007","533","0.008","507","0.007","530","0.008",""
"... 1957","512","0.007","464","0.007","486","0.007","484","0.007","517","0.007","487","0.007","527","0.008",""
"... 1958","553","0.008","525","0.008","567","0.008","527","0.008","576","0.008","537","0.008","504","0.007",""
"... 1959","529","0.008","522","0.008","524","0.008","509","0.007","536","0.008","481","0.007","523","0.008",""
"... 1960","518","0.008","470","0.007","529","0.008","523","0.008","522","0.008","526","0.008","546","0.008",""
"... 1961","542","0.008","530","0.008","522","0.008","560","0.008","513","0.007","508","0.007","520","0.008",""
"... 1962","493","0.007","520","0.008","566","0.008","575","0.008","553","0.008","549","0.008","537","0.008",""
"... 1963","601","0.009","528","0.008","568","0.008","579","0.008","589","0.009","563","0.008","554","0.008",""
"... 1964","659","0.01","611","0.009","601","0.009","617","0.009","638","0.009","603","0.009","627","0.009",""
"... 1965","598","0.009","627","0.009","609","0.009","598","0.009","608","0.009","623","0.009","614","0.009",""
"... 1966","612","0.009","655","0.01","598","0.009","632","0.009","608","0.009","659","0.01","624","0.009",""
"... 1967","660","0.01","636","0.009","612","0.009","643","0.009","645","0.009","668","0.01","613","0.009",""
"... 1968","691","0.01","651","0.01","695","0.01","659","0.01","701","0.01","709","0.01","679","0.01",""
"... 1969","662","0.01","721","0.011","724","0.011","735","0.011","699","0.01","693","0.01","738","0.011",""
"... 1970","705","0.01","693","0.01","707","0.01","732","0.011","705","0.01","707","0.01","726","0.011",""
"... 1971","734","0.011","686","0.01","727","0.011","742","0.011","803","0.012","764","0.011","717","0.01",""
"... 1972","753","0.011","726","0.011","748","0.011","710","0.01","730","0.011","712","0.01","758","0.011",""
"... 1973","736","0.011","756","0.011","740","0.011","739","0.011","774","0.011","763","0.011","772","0.011",""
"... 1974","774","0.011","800","0.012","788","0.012","758","0.011","785","0.011","785","0.011","757","0.011",""
"... 1975","811","0.012","821","0.012","810","0.012","889","0.013","845","0.012","799","0.012","846","0.012",""
"... 1976","890","0.013","874","0.013","889","0.013","868","0.013","925","0.013","839","0.012","885","0.013",""
"... 1977","916","0.013","887","0.013","924","0.013","877","0.013","941","0.014","936","0.014","843","0.012",""
"... 1978","985","0.014","942","0.014","992","0.014","1042","0.015","943","0.014","969","0.014","994","0.014",""
"... 1979","982","0.014","1001","0.015","1014","0.015","1002","0.015","995","0.014","977","0.014","1027","0.015",""
"... 1980","1048","0.015","1047","0.015","1038","0.015","1092","0.016","1130","0.016","1058","0.015","1082","0.016",""
"... 1981","1096","0.016","1078","0.016","1150","0.017","1096","0.016","1073","0.016","1058","0.015","1119","0.016",""
"... 1982","1107","0.016","1091","0.016","1109","0.016","1097","0.016","1152","0.017","1130","0.016","1141","0.017",""
"... 1983","1085","0.016","1003","0.015","1055","0.015","1112","0.016","1118","0.016","1097","0.016","1113","0.016",""
"... 1984","1106","0.016","1110","0.016","1168","0.017","1083","0.016","1139","0.016","1118","0.016","1059","0.015",""
"... 1985","1120","0.016","1100","0.016","1081","0.016","1074","0.016","1143","0.017","1130","0.016","1101","0.016",""
"... 1986","1103","0.016","1083","0.016","1098","0.016","1111","0.016","1098","0.016","1099","0.016","1138","0.016",""
"... 1987","1094","0.016","1119","0.016","1042","0.015","1091","0.016","1106","0.016","1037","0.015","1129","0.016",""
"... 1988","1072","0.016","1078","0.016","1036","0.015","1057","0.015","1057","0.015","1117","0.016","1079","0.016",""
"... 1989","1044","0.015","1078","0.016","968","0.014","1079","0.016","1081","0.016","1110","0.016","1101","0.016",""
"... 1990","1058","0.015","1048","0.015","1056","0.015","1031","0.015","1107","0.016","1081","0.016","1128","0.016",""
"... 1991","1123","0.016","1056","0.015","1047","0.015","1074","0.016","1030","0.015","1019","0.015","1050","0.015",""
"... 1992","1096","0.016","1097","0.016","1067","0.016","1057","0.015","1087","0.016","1057","0.015","1109","0.016",""
"... 1993","1050","0.015","1148","0.017","1121","0.016","1090","0.016","1104","0.016","1048","0.015","1065","0.015",""
"... 1994","1052","0.015","1089","0.016","1105","0.016","1151","0.017","1094","0.016","1090","0.016","1160","0.017",""
"... 1995","1112","0.016","1248","0.018","1209","0.018","1088","0.016","1202","0.017","1158","0.017","1153","0.017",""
"... 1996","1238","0.018","1122","0.016","1246","0.018","1188","0.017","1135","0.016","1251","0.018","1258","0.018",""
"... 1997","1288","0.019","1265","0.018","1261","0.018","1284","0.019","1265","0.018","1295","0.019","1191","0.017",""
"... 1998","1392","0.02","1395","0.02","1364","0.02","1335","0.019","1323","0.019","1362","0.02","1384","0.02",""
"... 1999","1602","0.023","1581","0.023","1597","0.023","1555","0.023","1537","0.022","1560","0.023","1556","0.023",""
"... 2000","1794","0.026","1849","0.027","1878","0.027","1773","0.026","1793","0.026","1915","0.028","1785","0.026",""
"... 2001","2072","0.03","2034","0.03","2118","0.031","2074","0.03","2036","0.029","2117","0.031","2061","0.03",""
"... 2002","1900","0.028","1889","0.028","1900","0.028","1907","0.028","1945","0.028","1853","0.027","1852","0.027",""
"... 2003","716","0.01","773","0.011","762","0.011","796","0.012","759","0.011","804","0.012","799","0.012",""
"... 2004","752","0.011","774","0.011","733","0.011","756","0.011","774","0.011","743","0.011","740","0.011",""
"... 2005","782","0.011","769","0.011","783","0.011","761","0.011","772","0.011","796","0.012","777","0.011",""
"... 2006","805","0.012","788","0.012","784","0.011","793","0.012","812","0.012","792","0.011","813","0.012",""
"... 2007","854","0.012","817","0.012","814","0.012","779","0.011","807","0.012","798","0.012","855","0.012",""
"... 2008","856","0.012","811","0.012","830","0.012","845","0.012","891","0.013","852","0.012","846","0.012",""
"... 2009","831","0.012","824","0.012","816","0.012","816","0.012","831","0.012","805","0.012","830","0.012",""
"... 2010","819","0.012","909","0.013","832","0.012","842","0.012","822","0.012","852","0.012","833","0.012",""
"... 2011","863","0.013","883","0.013","834","0.012","878","0.013","886","0.013","896","0.013","858","0.012",""
"... 2012","915","0.013","887","0.013","931","0.014","911","0.013","952","0.014","944","0.014","948","0.014",""
"... 2013","923","0.013","926","0.014","929","0.014","899","0.013","954","0.014","925","0.013","987","0.014",""
"... 2014","954","0.014","995","0.015","975","0.014","938","0.014","1006","0.015","1026","0.015","956","0.014",""
"... 2015","952","0.014","1006","0.015","952","0.014","1032","0.015","1048","0.015","1068","0.015","1042","0.015",""
"... 2016","981","0.014","994","0.015","984","0.014","986","0.014","1002","0.014","1025","0.015","987","0.014",""
"... 2017","935","0.014","962","0.014","901","0.013","941","0.014","914","0.013","954","0.014","960","0.014",""
"... 2018","1017","0.015","916","0.013","949","0.014","945","0.014","957","0.014","1023","0.015","902","0.013",""
"... 2019","771","0.011","737","0.011","732","0.011","736","0.011","789","0.011","746","0.011","722","0.01",""
"... 2020","192","0.003","222","0.003","207","0.003","194","0.003","187","0.003","209","0.003","202","0.003",""
