"Variable","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","N","Percent","Test"
"... 9433","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"birthyear","","","","","","","","","","","","","","","X2=650.384"
"... 1908","0","0","0","0","1","0","0","0","0","0","0","0","1","0",""
"... 1912","0","0","0","0","1","0","1","0","0","0","0","0","0","0",""
"... 1913","1","0","0","0","0","0","0","0","0","0","1","0","0","0",""
"... 1914","1","0","2","0","0","0","0","0","2","0","1","0","0","0",""
"... 1915","0","0","2","0","0","0","1","0","0","0","0","0","0","0",""
"... 1916","2","0","1","0","1","0","0","0","2","0","1","0","0","0",""
"... 1917","2","0","3","0","3","0","2","0","2","0","4","0","1","0",""
"... 1918","3","0","7","0","2","0","9","0","11","0","4","0","1","0",""
"... 1919","8","0","4","0","4","0","5","0","4","0","8","0","5","0",""
"... 1920","9","0","11","0","8","0","9","0","14","0","10","0","9","0",""
"... 1921","18","0","17","0","22","0","18","0","23","0","20","0","23","0",""
"... 1922","25","0","18","0","29","0","28","0","20","0","30","0","23","0",""
"... 1923","48","0.001","34","0","35","0.001","30","0","35","0.001","36","0.001","39","0.001",""
"... 1924","56","0.001","45","0.001","59","0.001","45","0.001","53","0.001","41","0.001","47","0.001",""
"... 1925","72","0.001","71","0.001","71","0.001","46","0.001","64","0.001","62","0.001","68","0.001",""
"... 1926","55","0.001","70","0.001","74","0.001","77","0.001","93","0.001","70","0.001","90","0.001",""
"... 1927","95","0.001","92","0.001","98","0.001","79","0.001","96","0.001","98","0.001","97","0.001",""
"... 1928","115","0.002","119","0.002","117","0.002","116","0.002","117","0.002","121","0.002","117","0.002",""
"... 1929","144","0.002","155","0.002","150","0.002","146","0.002","134","0.002","159","0.002","154","0.002",""
"... 1930","169","0.002","180","0.003","166","0.002","162","0.002","167","0.002","191","0.003","188","0.003",""
"... 1931","202","0.003","167","0.002","196","0.003","170","0.002","190","0.003","225","0.003","161","0.002",""
"... 1932","216","0.003","214","0.003","213","0.003","192","0.003","216","0.003","222","0.003","210","0.003",""
"... 1933","220","0.003","229","0.003","212","0.003","227","0.003","206","0.003","193","0.003","187","0.003",""
"... 1934","243","0.004","226","0.003","212","0.003","229","0.003","225","0.003","244","0.004","250","0.004",""
"... 1935","253","0.004","240","0.003","246","0.004","244","0.004","271","0.004","280","0.004","239","0.003",""
"... 1936","231","0.003","299","0.004","290","0.004","264","0.004","245","0.004","261","0.004","267","0.004",""
"... 1937","304","0.004","254","0.004","271","0.004","266","0.004","274","0.004","285","0.004","230","0.003",""
"... 1938","283","0.004","257","0.004","265","0.004","260","0.004","300","0.004","263","0.004","294","0.004",""
"... 1939","292","0.004","284","0.004","284","0.004","283","0.004","326","0.005","294","0.004","298","0.004",""
"... 1940","298","0.004","274","0.004","243","0.004","283","0.004","288","0.004","289","0.004","279","0.004",""
"... 1941","292","0.004","289","0.004","319","0.005","259","0.004","306","0.004","275","0.004","314","0.005",""
"... 1942","301","0.004","280","0.004","284","0.004","308","0.004","282","0.004","288","0.004","297","0.004",""
"... 1943","304","0.004","307","0.004","327","0.005","323","0.005","331","0.005","321","0.005","294","0.004",""
"... 1944","340","0.005","339","0.005","319","0.005","326","0.005","311","0.005","322","0.005","305","0.004",""
"... 1945","348","0.005","326","0.005","313","0.005","261","0.004","341","0.005","304","0.004","319","0.005",""
"... 1946","320","0.005","322","0.005","333","0.005","289","0.004","320","0.005","339","0.005","316","0.005",""
"... 1947","295","0.004","304","0.004","304","0.004","339","0.005","306","0.004","344","0.005","347","0.005",""
"... 1948","352","0.005","354","0.005","351","0.005","358","0.005","362","0.005","388","0.006","374","0.005",""
"... 1949","367","0.005","348","0.005","372","0.005","401","0.006","367","0.005","372","0.005","367","0.005",""
"... 1950","371","0.005","401","0.006","384","0.006","366","0.005","401","0.006","402","0.006","343","0.005",""
"... 1951","349","0.005","348","0.005","405","0.006","369","0.005","405","0.006","356","0.005","391","0.006",""
"... 1952","383","0.006","420","0.006","379","0.005","421","0.006","390","0.006","390","0.006","377","0.006",""
"... 1953","406","0.006","395","0.006","382","0.006","411","0.006","393","0.006","358","0.005","381","0.006",""
"... 1954","432","0.006","439","0.006","421","0.006","411","0.006","455","0.007","413","0.006","448","0.007",""
"... 1955","424","0.006","471","0.007","450","0.007","475","0.007","478","0.007","429","0.006","439","0.006",""
"... 1956","508","0.007","519","0.008","456","0.007","534","0.008","505","0.007","510","0.007","475","0.007",""
"... 1957","462","0.007","546","0.008","481","0.007","474","0.007","501","0.007","499","0.007","514","0.008",""
"... 1958","547","0.008","549","0.008","563","0.008","517","0.008","534","0.008","557","0.008","522","0.008",""
"... 1959","533","0.008","526","0.008","502","0.007","538","0.008","467","0.007","555","0.008","503","0.007",""
"... 1960","518","0.008","483","0.007","535","0.008","544","0.008","483","0.007","555","0.008","516","0.008",""
"... 1961","517","0.007","542","0.008","504","0.007","542","0.008","511","0.007","559","0.008","520","0.008",""
"... 1962","560","0.008","562","0.008","572","0.008","518","0.008","542","0.008","529","0.008","510","0.007",""
"... 1963","554","0.008","580","0.008","564","0.008","557","0.008","576","0.008","594","0.009","557","0.008",""
"... 1964","637","0.009","595","0.009","645","0.009","621","0.009","631","0.009","614","0.009","613","0.009",""
"... 1965","630","0.009","596","0.009","632","0.009","615","0.009","612","0.009","590","0.009","602","0.009",""
"... 1966","621","0.009","628","0.009","649","0.009","635","0.009","631","0.009","618","0.009","606","0.009",""
"... 1967","634","0.009","626","0.009","643","0.009","673","0.01","596","0.009","684","0.01","621","0.009",""
"... 1968","706","0.01","678","0.01","705","0.01","698","0.01","700","0.01","666","0.01","632","0.009",""
"... 1969","694","0.01","735","0.011","725","0.01","745","0.011","691","0.01","676","0.01","706","0.01",""
"... 1970","734","0.011","761","0.011","691","0.01","725","0.011","674","0.01","701","0.01","689","0.01",""
"... 1971","739","0.011","728","0.011","722","0.01","698","0.01","762","0.011","764","0.011","760","0.011",""
"... 1972","724","0.01","699","0.01","708","0.01","766","0.011","756","0.011","727","0.011","757","0.011",""
"... 1973","772","0.011","772","0.011","728","0.011","732","0.011","789","0.011","740","0.011","747","0.011",""
"... 1974","825","0.012","731","0.011","790","0.011","785","0.011","756","0.011","769","0.011","791","0.012",""
"... 1975","910","0.013","802","0.012","832","0.012","811","0.012","856","0.012","810","0.012","800","0.012",""
"... 1976","855","0.012","900","0.013","905","0.013","904","0.013","900","0.013","850","0.012","856","0.013",""
"... 1977","945","0.014","930","0.014","916","0.013","912","0.013","880","0.013","875","0.013","866","0.013",""
"... 1978","1004","0.015","980","0.014","990","0.014","956","0.014","968","0.014","1009","0.015","960","0.014",""
"... 1979","962","0.014","1004","0.015","993","0.014","1026","0.015","993","0.014","1011","0.015","1009","0.015",""
"... 1980","1054","0.015","1072","0.016","1084","0.016","1082","0.016","1086","0.016","1057","0.015","1060","0.016",""
"... 1981","1111","0.016","1101","0.016","1099","0.016","1114","0.016","1074","0.016","1077","0.016","1094","0.016",""
"... 1982","1087","0.016","1129","0.016","1132","0.016","1145","0.017","1148","0.017","1084","0.016","1102","0.016",""
"... 1983","1078","0.016","1064","0.015","1071","0.016","1083","0.016","1132","0.016","1079","0.016","1076","0.016",""
"... 1984","1134","0.016","1068","0.016","1121","0.016","1102","0.016","1143","0.017","1089","0.016","1126","0.016",""
"... 1985","1161","0.017","1110","0.016","1126","0.016","1127","0.016","1055","0.015","1113","0.016","1057","0.015",""
"... 1986","1088","0.016","1109","0.016","1087","0.016","1102","0.016","1069","0.016","1134","0.017","1141","0.017",""
"... 1987","1112","0.016","1083","0.016","1098","0.016","1045","0.015","1098","0.016","1169","0.017","1013","0.015",""
"... 1988","1047","0.015","1079","0.016","1119","0.016","1081","0.016","1106","0.016","1026","0.015","1038","0.015",""
"... 1989","1027","0.015","1083","0.016","1009","0.015","1072","0.016","1107","0.016","1048","0.015","1115","0.016",""
"... 1990","1076","0.016","1084","0.016","1073","0.016","1096","0.016","1101","0.016","1023","0.015","1056","0.015",""
"... 1991","1037","0.015","1032","0.015","1052","0.015","1108","0.016","1040","0.015","1074","0.016","1056","0.015",""
"... 1992","1106","0.016","1090","0.016","1085","0.016","1050","0.015","1077","0.016","1057","0.015","1105","0.016",""
"... 1993","1108","0.016","1082","0.016","1084","0.016","1128","0.016","1063","0.015","1102","0.016","1059","0.015",""
"... 1994","1142","0.017","1152","0.017","1133","0.016","1120","0.016","1049","0.015","1088","0.016","1057","0.015",""
"... 1995","1216","0.018","1188","0.017","1177","0.017","1228","0.018","1125","0.016","1116","0.016","1120","0.016",""
"... 1996","1232","0.018","1294","0.019","1198","0.017","1151","0.017","1203","0.018","1147","0.017","1213","0.018",""
"... 1997","1243","0.018","1234","0.018","1300","0.019","1275","0.019","1192","0.017","1276","0.019","1329","0.019",""
"... 1998","1385","0.02","1405","0.02","1365","0.02","1410","0.021","1304","0.019","1349","0.02","1337","0.02",""
"... 1999","1563","0.023","1530","0.022","1561","0.023","1564","0.023","1595","0.023","1593","0.023","1582","0.023",""
"... 2000","1892","0.027","1844","0.027","1818","0.026","1783","0.026","1807","0.026","1840","0.027","1803","0.026",""
"... 2001","2067","0.03","2071","0.03","2087","0.03","2002","0.029","2106","0.031","2096","0.031","2083","0.03",""
"... 2002","1888","0.027","1862","0.027","1879","0.027","1959","0.028","1859","0.027","1932","0.028","1867","0.027",""
"... 2003","797","0.012","782","0.011","754","0.011","733","0.011","794","0.012","756","0.011","793","0.012",""
"... 2004","737","0.011","730","0.011","777","0.011","759","0.011","716","0.01","774","0.011","779","0.011",""
"... 2005","788","0.011","763","0.011","769","0.011","769","0.011","811","0.012","785","0.011","755","0.011",""
"... 2006","832","0.012","785","0.011","825","0.012","803","0.012","765","0.011","782","0.011","795","0.012",""
"... 2007","854","0.012","776","0.011","842","0.012","770","0.011","818","0.012","824","0.012","840","0.012",""
"... 2008","820","0.012","860","0.013","832","0.012","906","0.013","823","0.012","847","0.012","843","0.012",""
"... 2009","828","0.012","813","0.012","872","0.013","803","0.012","774","0.011","833","0.012","830","0.012",""
"... 2010","852","0.012","802","0.012","859","0.012","840","0.012","849","0.012","852","0.012","855","0.013",""
"... 2011","841","0.012","866","0.013","891","0.013","839","0.012","913","0.013","899","0.013","849","0.012",""
"... 2012","890","0.013","976","0.014","931","0.013","917","0.013","929","0.014","926","0.013","919","0.013",""
"... 2013","913","0.013","893","0.013","945","0.014","921","0.013","993","0.014","927","0.013","951","0.014",""
"... 2014","950","0.014","953","0.014","957","0.014","976","0.014","1009","0.015","1004","0.015","1001","0.015",""
"... 2015","1005","0.015","1033","0.015","1029","0.015","1016","0.015","967","0.014","990","0.014","1060","0.016",""
"... 2016","961","0.014","1035","0.015","1057","0.015","967","0.014","991","0.014","991","0.014","957","0.014",""
"... 2017","947","0.014","915","0.013","990","0.014","945","0.014","907","0.013","937","0.014","926","0.014",""
"... 2018","942","0.014","948","0.014","964","0.014","923","0.013","990","0.014","953","0.014","989","0.014",""
"... 2019","755","0.011","757","0.011","724","0.01","771","0.011","799","0.012","673","0.01","754","0.011",""
"... 2020","199","0.003","192","0.003","207","0.003","220","0.003","198","0.003","179","0.003","218","0.003",""
